Product Type: Litetrack LR
Product ID: 80350
Firmware Version: V8.107.0

GMT Time,Latitude,Longitude,Altitude,Duration,Temperature,DOP,Satellites,Cause of Fix
11/8/2021 11:00:34 PM,38.5377988,-109.5105381,1371.87,30,23.5,2.4,5,GPS Schedule
11/8/2021 11:10:11 PM,38.5379306,-109.5105079,1347.07,11,21.5,2.2,6,GPS Schedule
11/8/2021 11:20:11 PM,38.5379203,-109.5104710,1350.12,11,19.5,2.2,6,GPS Schedule
11/8/2021 11:30:11 PM,38.5378834,-109.5104525,1348.84,11,18.0,2,6,GPS Schedule
11/8/2021 11:40:13 PM,38.5378064,-109.5105255,1361.19,13,17.0,2.2,5,GPS Schedule
11/8/2021 11:50:04 PM,38.5378795,-109.5104965,1346.17,4,15.5,1.8,5,GPS Schedule
11/9/2021 12:00:02 AM,38.5378759,-109.5104805,1354.71,2,14.5,1.6,5,GPS Schedule
11/9/2021 12:10:02 AM,38.5378689,-109.5104735,1352.46,2,14.0,1.6,5,GPS Schedule
11/9/2021 12:20:05 AM,38.5378339,-109.5104971,1338.09,5,13.0,2.6,4,GPS Schedule
11/9/2021 12:30:33 AM,38.5378720,-109.5105244,1352.03,34,13.0,1.2,6,GPS Schedule
11/9/2021 12:40:13 AM,38.5379567,-109.5105327,1353.07,13,12.0,1.2,6,GPS Schedule
11/9/2021 12:50:04 AM,38.5378984,-109.5105658,1345.15,4,11.5,1.4,6,GPS Schedule
11/9/2021 1:00:02 AM,38.5376928,-109.5105590,1367.39,2,11.0,3,5,GPS Schedule
11/9/2021 1:10:01 AM,38.5378259,-109.5104541,1377.73,2,11.0,2.2,5,GPS Schedule
11/9/2021 1:20:03 AM,38.5379536,-109.5104665,1358.32,3,10.5,2,5,GPS Schedule
11/9/2021 1:30:00 AM,38.5379217,-109.5105870,1329.06,1,10.0,1.8,5,GPS Schedule
11/9/2021 1:40:02 AM,38.5378984,-109.5106118,1330.69,3,11.0,1.6,5,GPS Schedule
11/9/2021 1:50:02 AM,38.5378610,-109.5105753,1350.36,3,11.0,1.6,5,GPS Schedule
11/9/2021 2:00:13 AM,38.5378756,-109.5105320,1349.93,13,11.5,1.6,5,GPS Schedule
