Product Type: Litetrack LR
Product ID: 80332
Firmware Version: V8.106.0

GMT Time,Latitude,Longitude,Altitude,Duration,Temperature,Voltage,DOP,Satellites,Cause of Fix
6/6/2021 9:00:57 PM,38.5640576,-109.5393012,1228.93,55,0.0,0.0,3.4,5,GPS Schedule
6/6/2021 9:10:06 PM,38.5640115,-109.5393075,1230.53,4,0.0,0.0,2.8,5,GPS Schedule
6/6/2021 9:20:04 PM,38.5641995,-109.5393323,1250.87,2,0.0,0.0,2.2,5,GPS Schedule
6/6/2021 9:31:03 PM,38.5640198,-109.5393162,1243.82,61,0.0,0.0,2.2,3,GPS Schedule
6/6/2021 9:40:33 PM,38.5640415,-109.5392813,1237.58,31,0.0,0.0,1.4,6,GPS Schedule
6/6/2021 9:50:18 PM,38.5639430,-109.5392744,1227.23,15,0.0,0.0,1.4,6,GPS Schedule
6/6/2021 10:00:01 PM,38.5640660,-109.5392653,1248.61,2,0.0,0.0,1.8,5,GPS Schedule
6/6/2021 10:10:04 PM,38.5640843,-109.5392534,1234.84,5,0.0,0.0,1.8,6,GPS Schedule
6/6/2021 10:20:33 PM,38.5640326,-109.5393075,1232.40,34,0.0,0.0,1,8,GPS Schedule
6/6/2021 10:30:10 PM,38.5641365,-109.5393113,1240.39,11,0.0,0.0,9.2,5,GPS Schedule
6/6/2021 10:40:10 PM,38.5640622,-109.5393399,1236.31,11,0.0,0.0,2.4,6,GPS Schedule
6/6/2021 10:50:10 PM,38.5639880,-109.5393309,1240.23,11,0.0,0.0,2.6,6,GPS Schedule
6/6/2021 11:00:10 PM,38.5639265,-109.5389305,1284.08,11,0.0,0.0,4.8,5,GPS Schedule
6/6/2021 11:10:12 PM,38.5640591,-109.5392890,1236.73,12,0.0,0.0,2,7,GPS Schedule
6/6/2021 11:20:00 PM,38.5637998,-109.5392193,1197.45,1,0.0,0.0,3.8,5,GPS Schedule
6/6/2021 11:30:03 PM,38.5639783,-109.5393051,1220.72,3,0.0,0.0,1.8,6,GPS Schedule
6/6/2021 11:40:04 PM,38.5640061,-109.5393636,1220.06,5,0.0,0.0,1.8,6,GPS Schedule
6/6/2021 11:50:04 PM,38.5640487,-109.5392897,1231.77,4,0.0,0.0,1.6,6,GPS Schedule
6/7/2021 12:00:01 AM,38.5640362,-109.5392622,1243.14,2,0.0,0.0,5.4,5,GPS Schedule
6/7/2021 12:10:03 AM,38.5640772,-109.5392911,1226.20,4,0.0,0.0,1.4,6,GPS Schedule
6/7/2021 12:20:04 AM,38.5641142,-109.5392119,1246.70,4,0.0,0.0,1.4,6,GPS Schedule
6/7/2021 12:30:33 AM,38.5640943,-109.5392737,1244.67,34,0.0,0.0,2.4,8,GPS Schedule
6/7/2021 12:40:12 AM,38.5639372,-109.5393207,1231.26,12,0.0,0.0,2.4,8,GPS Schedule
6/7/2021 12:50:01 AM,38.5639443,-109.5392984,1235.08,2,0.0,0.0,3.6,7,GPS Schedule
6/7/2021 1:00:03 AM,38.5641151,-109.5393476,1238.57,3,0.0,0.0,2.2,7,GPS Schedule
6/7/2021 1:10:01 AM,38.5639775,-109.5393846,1222.43,2,0.0,0.0,4.4,5,GPS Schedule
6/7/2021 1:20:35 AM,38.5641096,-109.5393354,1245.75,35,0.0,0.0,3,6,GPS Schedule
6/7/2021 1:30:03 AM,38.5640816,-109.5393284,1241.63,3,0.0,0.0,3.4,6,GPS Schedule
6/7/2021 1:40:00 AM,38.5640991,-109.5391432,1244.00,1,0.0,0.0,4,5,GPS Schedule
6/7/2021 1:50:00 AM,38.5641054,-109.5394156,1243.12,1,0.0,0.0,3,5,GPS Schedule
6/7/2021 2:00:01 AM,38.5639864,-109.5393738,1222.79,2,0.0,0.0,2.4,5,GPS Schedule
6/7/2021 2:10:01 AM,38.5639075,-109.5394167,1198.50,1,0.0,0.0,2,5,GPS Schedule
6/7/2021 2:20:00 AM,38.5637984,-109.5392806,1220.11,1,0.0,0.0,1.8,5,GPS Schedule
6/7/2021 2:30:01 AM,38.5637909,-109.5391464,1219.55,2,0.0,0.0,9.2,4,GPS Schedule
6/7/2021 2:40:35 AM,38.5640628,-109.5393051,1228.20,35,0.0,0.0,1,8,GPS Schedule
6/7/2021 2:50:01 AM,38.5640666,-109.5394456,1234.09,1,0.0,0.0,2,5,GPS Schedule
6/7/2021 3:00:01 AM,38.5637757,-109.5394142,1179.96,1,0.0,0.0,1.2,6,GPS Schedule
6/7/2021 3:10:02 AM,38.5640916,-109.5393640,1246.65,2,0.0,0.0,1,7,GPS Schedule
6/7/2021 3:20:01 AM,38.5639458,-109.5393615,1226.85,1,0.0,0.0,1,7,GPS Schedule
6/7/2021 3:30:02 AM,38.5640520,-109.5392960,1237.73,2,0.0,0.0,2,6,GPS Schedule
6/7/2021 3:40:00 AM,38.5640114,-109.5392615,1244.99,1,0.0,0.0,2.8,5,GPS Schedule
6/7/2021 3:50:02 AM,38.5641651,-109.5392374,1250.85,3,0.0,0.0,1,7,GPS Schedule
6/7/2021 4:00:02 AM,38.5640823,-109.5392712,1236.72,3,0.0,0.0,2.2,5,GPS Schedule
6/7/2021 4:10:02 AM,38.5640002,-109.5393724,1232.10,3,0.0,0.0,1.8,5,GPS Schedule
