Product Type: Litetrack LR
Product ID: 80344
Firmware Version: V8.106.0

GMT Time,Latitude,Longitude,Altitude,Duration,Temperature,Voltage,DOP,Satellites,Cause of Fix
6/6/2021 9:40:33 PM,38.5639957,-109.5393267,1223.11,32,44.5,0.0,2,5,GPS Schedule
6/6/2021 9:50:16 PM,38.5640148,-109.5393445,1226.86,15,45.5,0.0,1.8,5,GPS Schedule
6/6/2021 10:00:17 PM,38.5640872,-109.5393113,1236.03,15,46.5,0.0,1.8,5,GPS Schedule
6/6/2021 10:10:17 PM,38.5639897,-109.5393954,1223.94,15,47.5,0.0,2.2,5,GPS Schedule
6/6/2021 10:20:19 PM,38.5640742,-109.5393954,1231.42,17,48.5,0.0,2.6,5,GPS Schedule
6/6/2021 10:30:05 PM,38.5640276,-109.5392367,1242.73,3,49.5,0.0,3.8,5,GPS Schedule
6/6/2021 10:40:07 PM,38.5639466,-109.5391607,1255.62,5,49.0,0.0,6.8,5,GPS Schedule
6/6/2021 10:50:34 PM,38.5640189,-109.5392559,1235.93,32,48.5,0.0,2.6,6,GPS Schedule
6/6/2021 11:00:19 PM,38.5640401,-109.5392336,1240.99,17,48.0,0.0,4.8,5,GPS Schedule
6/6/2021 11:10:06 PM,38.5640346,-109.5392744,1235.34,4,47.0,0.0,2.2,6,GPS Schedule
6/6/2021 11:20:11 PM,38.5639621,-109.5392768,1235.81,9,46.0,0.0,2.2,5,GPS Schedule
6/6/2021 11:30:04 PM,38.5640236,-109.5392723,1246.50,2,45.0,0.0,2.4,5,GPS Schedule
6/6/2021 11:40:33 PM,38.5640323,-109.5393438,1232.45,31,44.5,0.0,1.2,7,GPS Schedule
6/6/2021 11:50:17 PM,38.5640030,-109.5392974,1225.31,15,44.0,0.0,1.4,7,GPS Schedule
6/7/2021 12:00:19 AM,38.5639723,-109.5393961,1218.35,17,43.5,0.0,4,6,GPS Schedule
6/7/2021 12:10:04 AM,38.5639973,-109.5393828,1213.26,2,43.0,0.0,1.8,7,GPS Schedule
6/7/2021 12:20:33 AM,38.5640553,-109.5392953,1242.07,31,43.0,0.0,1.2,9,GPS Schedule
6/7/2021 12:30:16 AM,38.5640307,-109.5392876,1242.30,14,42.0,0.0,1,9,GPS Schedule
6/7/2021 12:40:18 AM,38.5640659,-109.5393030,1240.60,16,41.0,0.0,1,9,GPS Schedule
6/7/2021 12:50:03 AM,38.5643601,-109.5394365,1228.50,1,39.5,0.0,5.4,5,GPS Schedule
6/7/2021 1:00:04 AM,38.5641398,-109.5393176,1246.36,2,38.5,0.0,2.2,7,GPS Schedule
6/7/2021 1:10:04 AM,38.5641471,-109.5393037,1243.74,2,37.5,0.0,3.6,6,GPS Schedule
