Product Type: Litetrack LR
Product ID: 80346
Firmware Version: V8.106.0

GMT Time,Latitude,Longitude,Altitude,Duration,Temperature,Voltage,DOP,Satellites,Cause of Fix
6/5/2021 1:00:37 PM,38.5641287,-109.5394062,1236.67,33,20.5,0.0,2.8,5,GPS Schedule
6/5/2021 1:10:00 PM,38.5641511,-109.5393211,1227.14,1,20.0,0.0,2.6,5,GPS Schedule
6/5/2021 1:20:01 PM,38.5641051,-109.5394519,1243.17,1,21.0,0.0,2.4,5,GPS Schedule
6/5/2021 1:30:01 PM,38.5639769,-109.5394348,1225.72,1,22.5,0.0,2.4,5,GPS Schedule
6/5/2021 1:40:01 PM,38.5637980,-109.5395167,1218.56,1,23.5,0.0,2.2,5,GPS Schedule
6/5/2021 1:50:03 PM,38.5640553,-109.5393330,1234.06,3,24.5,0.0,2.2,5,GPS Schedule
6/5/2021 2:00:01 PM,38.5638807,-109.5394899,1234.31,2,25.5,0.0,5.4,4,GPS Schedule
6/5/2021 2:10:36 PM,38.5641169,-109.5393368,1238.31,36,27.0,0.0,1,10,GPS Schedule
6/5/2021 2:20:01 PM,38.5640537,-109.5393452,1226.26,1,28.0,0.0,1.2,9,GPS Schedule
6/5/2021 2:30:00 PM,38.5640743,-109.5393731,1234.62,1,29.0,0.0,1.4,8,GPS Schedule
6/5/2021 2:40:00 PM,38.5641319,-109.5393033,1223.39,1,30.5,0.0,1.6,7,GPS Schedule
6/5/2021 2:50:00 PM,38.5640648,-109.5393811,1250.38,1,31.0,0.0,1.2,8,GPS Schedule
6/5/2021 3:00:02 PM,38.5641043,-109.5393469,1241.67,2,31.5,0.0,1,9,GPS Schedule
6/5/2021 3:10:00 PM,38.5640699,-109.5394142,1248.07,1,33.5,0.0,2.8,5,GPS Schedule
6/5/2021 3:20:04 PM,38.5640547,-109.5393678,1242.17,4,34.0,0.0,1,9,GPS Schedule
6/5/2021 3:30:00 PM,38.5640898,-109.5395523,1248.51,1,35.5,0.0,2.2,5,GPS Schedule
6/5/2021 3:40:04 PM,38.5640676,-109.5393368,1233.95,4,36.5,0.0,0.8,9,GPS Schedule
6/5/2021 3:50:01 PM,38.5640450,-109.5394358,1246.72,2,37.0,0.0,0.8,9,GPS Schedule
6/5/2021 4:00:04 PM,38.5640530,-109.5393647,1239.19,4,37.5,0.0,1,8,GPS Schedule
6/5/2021 4:10:02 PM,38.5641195,-109.5394309,1239.55,2,38.0,0.0,1.4,5,GPS Schedule
6/5/2021 4:20:37 PM,38.5640606,-109.5393368,1233.32,37,41.0,0.0,1,9,GPS Schedule
6/5/2021 4:30:02 PM,38.5641059,-109.5393724,1241.45,2,42.0,0.0,1.4,7,GPS Schedule
6/5/2021 4:40:02 PM,38.5640771,-109.5392981,1227.82,2,43.0,0.0,1,8,GPS Schedule
6/5/2021 4:50:02 PM,38.5640671,-109.5394024,1232.42,2,44.5,0.0,1.2,7,GPS Schedule
6/5/2021 5:00:01 PM,38.5642542,-109.5397278,1108.51,1,44.0,0.0,4.4,5,GPS Schedule
6/5/2021 5:10:04 PM,38.5640049,-109.5393957,1244.29,4,44.5,0.0,1.4,6,GPS Schedule
6/5/2021 5:20:02 PM,38.5640182,-109.5393968,1218.37,2,45.5,0.0,1.4,6,GPS Schedule
