Product Type: Litetrack LR
Product ID: 80338
Firmware Version: V8.106.0

GMT Time,Latitude,Longitude,Altitude,Duration,Temperature,Voltage,DOP,Satellites,Cause of Fix
6/6/2021 9:00:33 PM,38.5640236,-109.5393253,1233.66,30,44.5,0.0,1.2,8,GPS Schedule
6/6/2021 9:10:11 PM,38.5639245,-109.5393124,1194.53,11,48.0,0.0,2.8,5,GPS Schedule
6/6/2021 9:20:12 PM,38.5640973,-109.5393316,1245.86,12,49.0,0.0,1.2,8,GPS Schedule
6/6/2021 9:30:13 PM,38.5640740,-109.5393033,1260.33,13,49.0,0.0,1.8,5,GPS Schedule
6/6/2021 9:40:01 PM,38.5639712,-109.5391652,1210.48,1,48.5,0.0,2.2,5,GPS Schedule
6/6/2021 9:50:01 PM,38.5639305,-109.5391938,1251.44,1,48.5,0.0,1.8,5,GPS Schedule
6/6/2021 10:00:03 PM,38.5640711,-109.5393138,1241.48,3,48.5,0.0,1.8,5,GPS Schedule
6/6/2021 10:10:05 PM,38.5640078,-109.5393068,1234.25,5,48.0,0.0,2.2,5,GPS Schedule
6/6/2021 10:20:01 PM,38.5641036,-109.5394041,1246.58,1,48.0,0.0,2.6,5,GPS Schedule
6/6/2021 10:30:02 PM,38.5640505,-109.5392859,1233.13,2,48.0,0.0,3.8,5,GPS Schedule
6/6/2021 10:40:02 PM,38.5642746,-109.5393302,1227.58,2,48.0,0.0,6.8,5,GPS Schedule
6/6/2021 10:50:53 PM,38.5639976,-109.5392475,1240.50,53,48.0,0.0,2.2,6,GPS Schedule
6/6/2021 11:00:02 PM,38.5639413,-109.5391722,1251.54,2,47.0,0.0,7.4,5,GPS Schedule
6/6/2021 11:10:33 PM,38.5639940,-109.5392928,1229.76,33,46.5,0.0,1.4,6,GPS Schedule
6/6/2021 11:20:10 PM,38.5640310,-109.5392890,1234.24,10,45.5,0.0,1.6,6,GPS Schedule
6/6/2021 11:30:12 PM,38.5640553,-109.5393176,1238.88,12,45.0,0.0,1.8,6,GPS Schedule
6/6/2021 11:40:33 PM,38.5640414,-109.5393037,1234.39,33,44.5,0.0,1.2,9,GPS Schedule
6/6/2021 11:50:10 PM,38.5639114,-109.5394718,1173.89,10,44.0,0.0,5.2,5,GPS Schedule
6/7/2021 12:00:10 AM,38.5640755,-109.5392573,1232.85,10,43.5,0.0,1.8,6,GPS Schedule
6/7/2021 12:10:12 AM,38.5640467,-109.5392921,1238.47,12,43.0,0.0,1.2,9,GPS Schedule
6/7/2021 12:20:02 AM,38.5640644,-109.5392928,1236.00,2,42.5,0.0,1.2,8,GPS Schedule
6/7/2021 12:30:01 AM,38.5639887,-109.5393267,1222.49,1,42.0,0.0,1.2,8,GPS Schedule
6/7/2021 12:40:01 AM,38.5647042,-109.5394393,1284.85,1,41.5,0.0,6,6,GPS Schedule
6/7/2021 12:50:03 AM,38.5640483,-109.5393106,1236.63,3,41.0,0.0,1,8,GPS Schedule
6/7/2021 1:00:05 AM,38.5642790,-109.5393298,1251.03,5,40.5,0.0,1,8,GPS Schedule
6/7/2021 1:10:03 AM,38.5640224,-109.5392482,1238.65,3,40.0,0.0,2.2,6,GPS Schedule
6/7/2021 1:20:05 AM,38.5640043,-109.5393145,1231.53,4,39.0,0.0,1,7,GPS Schedule
6/7/2021 1:30:09 AM,38.5640659,-109.5393030,1240.60,8,38.5,0.0,3.4,5,GPS Schedule
6/7/2021 1:40:02 AM,38.5640820,-109.5392852,1239.96,2,38.0,0.0,2.8,5,GPS Schedule
6/7/2021 1:50:35 AM,38.5640549,-109.5393385,1243.74,35,38.5,0.0,2.8,6,GPS Schedule
6/7/2021 2:00:02 AM,38.5641155,-109.5393044,1236.90,2,37.0,0.0,2.4,6,GPS Schedule
6/7/2021 2:10:03 AM,38.5640383,-109.5392904,1226.80,2,36.5,0.0,2,6,GPS Schedule
6/7/2021 2:20:04 AM,38.5640625,-109.5393260,1233.06,3,36.0,0.0,1.8,6,GPS Schedule
6/7/2021 2:30:03 AM,38.5640285,-109.5393500,1237.79,2,35.5,0.0,1.6,6,GPS Schedule
6/7/2021 2:40:03 AM,38.5640447,-109.5393253,1235.53,2,34.5,0.0,1.4,6,GPS Schedule
6/7/2021 2:50:03 AM,38.5640657,-109.5392078,1224.60,2,34.0,0.0,1.6,5,GPS Schedule
6/7/2021 3:00:04 AM,38.5639360,-109.5392590,1231.43,3,33.5,0.0,1.6,5,GPS Schedule
6/7/2021 3:10:05 AM,38.5639450,-109.5392412,1230.17,4,32.5,0.0,1.6,5,GPS Schedule
6/7/2021 3:20:04 AM,38.5639863,-109.5393124,1242.07,4,32.0,0.0,1.6,5,GPS Schedule
6/7/2021 3:30:02 AM,38.5641441,-109.5394079,1248.96,2,31.5,0.0,1.8,5,GPS Schedule
6/7/2021 3:40:52 AM,38.5640695,-109.5393106,1238.50,51,32.0,0.0,1.8,5,GPS Schedule
6/7/2021 3:50:04 AM,38.5642114,-109.5393947,1247.61,3,31.0,0.0,1,6,GPS Schedule
6/7/2021 4:00:34 AM,38.5639814,-109.5393030,1233.12,34,31.0,0.0,1.6,7,GPS Schedule
6/7/2021 4:10:13 AM,38.5640378,-109.5393183,1233.29,13,30.0,0.0,1,8,GPS Schedule
6/7/2021 4:20:02 AM,38.5639961,-109.5392527,1231.07,2,29.0,0.0,1.2,7,GPS Schedule
6/7/2021 4:30:02 AM,38.5640876,-109.5392751,1235.98,2,28.5,0.0,6,5,GPS Schedule
6/7/2021 4:40:01 AM,38.5642413,-109.5390888,1235.43,1,28.0,0.0,5.2,5,GPS Schedule
6/7/2021 4:50:02 AM,38.5640186,-109.5393228,1226.34,2,27.5,0.0,4.2,5,GPS Schedule
6/7/2021 5:00:02 AM,38.5639754,-109.5393563,1238.77,2,27.0,0.0,3.4,5,GPS Schedule
6/7/2021 5:10:02 AM,38.5639843,-109.5393148,1248.77,2,27.0,0.0,2.8,5,GPS Schedule
6/7/2021 5:20:05 AM,38.5640239,-109.5392890,1233.62,5,26.5,0.0,2.6,5,GPS Schedule
6/7/2021 5:30:02 AM,38.5640497,-109.5392594,1260.51,2,26.0,0.0,2.4,4,GPS Schedule
6/7/2021 5:40:33 AM,38.5639977,-109.5392935,1226.04,33,26.5,0.0,1.4,7,GPS Schedule
6/7/2021 5:50:12 AM,38.5640502,-109.5392998,1236.37,12,26.0,0.0,1.4,7,GPS Schedule
6/7/2021 6:00:02 AM,38.5640342,-109.5393330,1232.19,2,25.5,0.0,1.2,7,GPS Schedule
6/7/2021 6:10:01 AM,38.5639682,-109.5393633,1239.77,1,25.0,0.0,1.8,6,GPS Schedule
6/7/2021 6:20:02 AM,38.5639954,-109.5393253,1231.17,2,25.0,0.0,1.6,6,GPS Schedule
6/7/2021 6:30:00 AM,38.5643989,-109.5392698,1272.83,0,25.0,0.0,2.4,5,GPS Schedule
6/7/2021 6:40:01 AM,38.5640747,-109.5393368,1234.57,1,24.5,0.0,1.4,6,GPS Schedule
6/7/2021 6:50:03 AM,38.5640325,-109.5393521,1226.01,3,24.0,0.0,1.6,6,GPS Schedule
