Product Type: Litetrack LR
Product ID: 80343
Firmware Version: V8.106.0

GMT Time,Latitude,Longitude,Altitude,Duration,Temperature,Voltage,DOP,Satellites,Cause of Fix
6/6/2021 8:31:03 PM,38.5640620,-109.5393846,1229.91,62,40.0,0.0,2.4,5,GPS Schedule
6/6/2021 8:40:17 PM,38.5640255,-109.5393145,1233.40,15,42.0,0.0,2,5,GPS Schedule
6/6/2021 8:50:19 PM,38.5639819,-109.5393127,1218.62,17,45.5,0.0,1.8,5,GPS Schedule
6/6/2021 9:00:03 PM,38.5638538,-109.5392426,1214.00,1,47.5,0.0,1.6,5,GPS Schedule
6/6/2021 9:10:05 PM,38.5639810,-109.5393085,1242.80,3,49.0,0.0,1.6,5,GPS Schedule
6/6/2021 9:20:04 PM,38.5639853,-109.5392744,1230.97,2,49.0,0.0,1.8,4,GPS Schedule
6/6/2021 9:30:35 PM,38.5640015,-109.5393026,1215.88,33,48.5,0.0,1.4,6,GPS Schedule
6/6/2021 9:40:03 PM,38.5640536,-109.5393521,1227.88,1,47.5,0.0,1.4,6,GPS Schedule
6/6/2021 9:50:03 PM,38.5640290,-109.5393068,1236.12,1,47.0,0.0,1.8,5,GPS Schedule
6/6/2021 10:00:03 PM,38.5640370,-109.5391418,1204.52,1,46.5,0.0,1.8,5,GPS Schedule
6/6/2021 10:10:03 PM,38.5637879,-109.5392353,1229.59,1,46.0,0.0,2.2,5,GPS Schedule
6/6/2021 10:20:11 PM,38.5639920,-109.5393106,1231.65,9,46.0,0.0,2.6,5,GPS Schedule
6/6/2021 10:30:03 PM,38.5638898,-109.5392346,1242.66,1,46.5,0.0,3.8,5,GPS Schedule
6/6/2021 10:40:11 PM,38.5640177,-109.5391565,1244.11,9,47.5,0.0,5,6,GPS Schedule
6/6/2021 10:50:36 PM,38.5639899,-109.5393354,1235.15,34,48.5,0.0,2,7,GPS Schedule
6/6/2021 11:00:05 PM,38.5640238,-109.5392960,1235.24,3,47.5,0.0,2.2,7,GPS Schedule
6/6/2021 11:10:03 PM,38.5639339,-109.5392991,1230.12,1,47.0,0.0,2,6,GPS Schedule
6/6/2021 11:20:05 PM,38.5639866,-109.5393138,1234.00,3,46.0,0.0,2,6,GPS Schedule
6/6/2021 11:30:03 PM,38.5639942,-109.5392482,1236.15,1,45.0,0.0,1.8,6,GPS Schedule
6/6/2021 11:40:04 PM,38.5639522,-109.5392343,1229.17,2,44.5,0.0,1.8,6,GPS Schedule
6/6/2021 11:50:05 PM,38.5640448,-109.5392876,1243.55,3,43.5,0.0,1.6,6,GPS Schedule
6/7/2021 12:00:10 AM,38.5640552,-109.5393023,1243.70,8,43.0,0.0,1.4,6,GPS Schedule
6/7/2021 12:10:04 AM,38.5640289,-109.5393291,1232.93,2,42.5,0.0,1.4,6,GPS Schedule
6/7/2021 12:20:04 AM,38.5640592,-109.5392513,1244.75,2,42.0,0.0,1.4,6,GPS Schedule
6/7/2021 12:30:03 AM,38.5638884,-109.5398568,1127.37,1,41.5,0.0,5.8,5,GPS Schedule
6/7/2021 12:40:11 AM,38.5640906,-109.5393106,1240.37,9,41.0,0.0,3.2,5,GPS Schedule
6/7/2021 12:50:04 AM,38.5640176,-109.5392318,1228.08,2,40.5,0.0,1.2,6,GPS Schedule
6/7/2021 1:00:35 AM,38.5639549,-109.5393061,1233.61,33,40.0,0.0,1.8,7,GPS Schedule
6/7/2021 1:10:03 AM,38.5639976,-109.5392098,1248.51,1,39.0,0.0,3.2,5,GPS Schedule
6/7/2021 1:20:06 AM,38.5640693,-109.5393399,1236.93,4,38.5,0.0,2,7,GPS Schedule
6/7/2021 1:30:03 AM,38.5640479,-109.5393162,1246.32,1,37.5,0.0,3.4,6,GPS Schedule
6/7/2021 1:40:04 AM,38.5639972,-109.5393368,1227.71,2,37.0,0.0,3.2,6,GPS Schedule
6/7/2021 1:50:06 AM,38.5640165,-109.5393253,1233.04,4,36.5,0.0,3,5,GPS Schedule
6/7/2021 2:00:03 AM,38.5639690,-109.5391593,1223.62,1,36.0,0.0,2.4,5,GPS Schedule
6/7/2021 2:10:11 AM,38.5640308,-109.5392653,1245.50,9,35.5,0.0,2,5,GPS Schedule
6/7/2021 2:20:03 AM,38.5640911,-109.5392981,1229.07,1,35.0,0.0,1.8,5,GPS Schedule
6/7/2021 2:30:03 AM,38.5641598,-109.5393019,1233.94,1,34.5,0.0,1.6,5,GPS Schedule
6/7/2021 2:40:04 AM,38.5639878,-109.5392663,1214.59,2,34.0,0.0,1.4,5,GPS Schedule
6/7/2021 2:50:05 AM,38.5639896,-109.5392779,1211.13,3,33.5,0.0,1.4,5,GPS Schedule
6/7/2021 3:00:04 AM,38.5641264,-109.5393103,1182.46,2,32.5,0.0,3,4,GPS Schedule
6/7/2021 3:10:35 AM,38.5640274,-109.5392813,1236.34,33,32.5,0.0,1,8,GPS Schedule
6/7/2021 3:20:04 AM,38.5641473,-109.5392897,1240.49,2,31.5,0.0,1,8,GPS Schedule
6/7/2021 3:30:03 AM,38.5640555,-109.5392883,1240.45,1,31.5,0.0,2,6,GPS Schedule
6/7/2021 3:40:04 AM,38.5639588,-109.5392552,1234.66,2,31.0,0.0,2.2,6,GPS Schedule
6/7/2021 3:50:03 AM,38.5639801,-109.5392482,1234.91,1,30.5,0.0,1.8,6,GPS Schedule
6/7/2021 4:00:03 AM,38.5640907,-109.5393037,1238.75,1,30.0,0.0,1.6,6,GPS Schedule
6/7/2021 4:10:10 AM,38.5639586,-109.5392845,1233.08,8,29.5,0.0,1.4,6,GPS Schedule
6/7/2021 4:20:02 AM,38.5640839,-109.5392367,1247.72,1,29.0,0.0,2.4,5,GPS Schedule
6/7/2021 4:30:04 AM,38.5646296,-109.5389769,1224.67,3,28.5,0.0,2.6,5,GPS Schedule
6/7/2021 4:40:03 AM,38.5637183,-109.5394271,1247.31,2,28.0,0.0,11.6,4,GPS Schedule
6/7/2021 4:50:33 AM,38.5640949,-109.5392388,1236.56,32,28.0,0.0,1.6,7,GPS Schedule
