Product Type: Litetrack LR
Product ID: 80351
Firmware Version: V8.106.0

GMT Time,Latitude,Longitude,Altitude,Duration,Temperature,Voltage,DOP,Satellites,Cause of Fix
6/6/2021 8:11:11 PM,38.5642919,-109.5407204,1079.20,70,38.5,0.0,3.2,4,GPS Schedule
6/6/2021 8:20:33 PM,38.5640803,-109.5393044,1233.79,31,41.5,0.0,0.8,8,GPS Schedule
6/6/2021 8:30:18 PM,38.5640307,-109.5393030,1237.48,15,46.0,0.0,1,8,GPS Schedule
6/6/2021 8:40:01 PM,38.5639955,-109.5393030,1234.37,1,48.5,0.0,1,7,GPS Schedule
6/6/2021 8:50:00 PM,38.5638963,-109.5392817,1201.67,1,50.0,0.0,1.4,6,GPS Schedule
6/6/2021 9:00:00 PM,38.5639783,-109.5389685,1257.61,1,50.0,0.0,6,5,GPS Schedule
6/6/2021 9:10:00 PM,38.5640002,-109.5391948,1230.50,1,49.0,0.0,3.8,5,GPS Schedule
6/6/2021 9:20:00 PM,38.5640049,-109.5392642,1228.24,1,48.5,0.0,1.4,6,GPS Schedule
6/6/2021 9:30:03 PM,38.5640866,-109.5393085,1252.15,3,47.0,0.0,1.4,6,GPS Schedule
6/6/2021 9:40:03 PM,38.5639798,-109.5393528,1217.31,3,46.0,0.0,1.4,6,GPS Schedule
6/6/2021 9:50:00 PM,38.5640336,-109.5392210,1229.06,1,45.0,0.0,1.8,5,GPS Schedule
6/6/2021 10:00:00 PM,38.5640611,-109.5392712,1234.85,1,44.0,0.0,1.8,5,GPS Schedule
6/6/2021 10:10:00 PM,38.5640990,-109.5393807,1234.39,1,43.0,0.0,2.2,5,GPS Schedule
6/6/2021 10:20:00 PM,38.5641854,-109.5392608,1222.36,1,42.5,0.0,2.6,5,GPS Schedule
6/6/2021 10:30:33 PM,38.5640312,-109.5392751,1231.00,34,43.5,0.0,1.6,7,GPS Schedule
6/6/2021 10:40:10 PM,38.5639882,-109.5393169,1236.99,11,45.0,0.0,2.4,6,GPS Schedule
6/6/2021 10:50:10 PM,38.5639918,-109.5393023,1238.09,11,45.5,0.0,2,7,GPS Schedule
6/6/2021 11:00:12 PM,38.5639635,-109.5392785,1246.85,12,46.0,0.0,2.4,6,GPS Schedule
6/6/2021 11:10:00 PM,38.5640525,-109.5392151,1244.08,1,46.0,0.0,2.2,6,GPS Schedule
6/6/2021 11:20:02 PM,38.5640010,-109.5392775,1235.20,2,45.5,0.0,2,6,GPS Schedule
6/6/2021 11:30:04 PM,38.5639761,-109.5393521,1221.02,5,45.0,0.0,1.8,6,GPS Schedule
6/6/2021 11:40:02 PM,38.5640148,-109.5393138,1236.50,3,44.0,0.0,1.8,6,GPS Schedule
6/6/2021 11:50:05 PM,38.5640343,-109.5392730,1243.40,5,43.0,0.0,1.6,6,GPS Schedule
6/7/2021 12:00:04 AM,38.5640694,-109.5392799,1248.14,5,42.0,0.0,1.4,6,GPS Schedule
6/7/2021 12:10:05 AM,38.5641021,-109.5392880,1267.64,5,41.5,0.0,2.2,5,GPS Schedule
6/7/2021 12:20:02 AM,38.5640167,-109.5393336,1226.60,2,40.5,0.0,4.8,5,GPS Schedule
6/7/2021 12:30:03 AM,38.5640059,-109.5393023,1239.33,3,39.5,0.0,2.8,5,GPS Schedule
6/7/2021 12:40:33 AM,38.5639920,-109.5392953,1236.46,34,39.5,0.0,1,9,GPS Schedule
6/7/2021 12:50:10 AM,38.5639407,-109.5393131,1233.98,11,38.5,0.0,1.6,8,GPS Schedule
6/7/2021 1:00:10 AM,38.5640500,-109.5393445,1229.98,11,38.0,0.0,1.8,7,GPS Schedule
6/7/2021 1:10:10 AM,38.5640781,-109.5393138,1242.11,11,37.0,0.0,2,7,GPS Schedule
6/7/2021 1:20:10 AM,38.5639832,-109.5392991,1234.48,11,36.5,0.0,3,6,GPS Schedule
6/7/2021 1:30:12 AM,38.5639745,-109.5392806,1235.69,13,36.0,0.0,3.4,6,GPS Schedule
6/7/2021 1:40:53 AM,38.5638573,-109.5393594,1231.15,53,36.0,0.0,3.4,5,GPS Schedule
6/7/2021 1:50:01 AM,38.5639739,-109.5392932,1247.00,2,34.5,0.0,3,5,GPS Schedule
6/7/2021 2:00:03 AM,38.5640823,-109.5392712,1236.72,3,34.0,0.0,2.6,5,GPS Schedule
6/7/2021 2:10:02 AM,38.5640340,-109.5392308,1214.56,2,33.5,0.0,2.2,5,GPS Schedule
6/7/2021 2:20:02 AM,38.5640100,-109.5392820,1230.75,3,33.0,0.0,2,5,GPS Schedule
6/7/2021 2:30:01 AM,38.5639877,-109.5393978,1230.64,2,32.5,0.0,2.2,4,GPS Schedule
6/7/2021 2:40:02 AM,38.5640057,-109.5393469,1232.94,2,32.0,0.0,1.6,5,GPS Schedule
6/7/2021 2:50:35 AM,38.5640238,-109.5392960,1235.24,35,31.5,0.0,1.6,5,GPS Schedule
6/7/2021 3:00:04 AM,38.5640077,-109.5393138,1235.87,5,31.0,0.0,1.4,5,GPS Schedule
6/7/2021 3:10:02 AM,38.5640276,-109.5392744,1234.71,2,30.5,0.0,1.4,5,GPS Schedule
6/7/2021 3:20:01 AM,38.5640733,-109.5393044,1233.16,2,30.0,0.0,1.2,5,GPS Schedule
6/7/2021 3:30:05 AM,38.5640293,-109.5392552,1240.89,5,29.5,0.0,1.2,5,GPS Schedule
6/7/2021 3:40:00 AM,38.5640552,-109.5392615,1206.80,1,29.0,0.0,1.2,5,GPS Schedule
6/7/2021 3:50:33 AM,38.5640347,-109.5392674,1233.72,34,29.5,0.0,1.8,6,GPS Schedule
6/7/2021 4:00:10 AM,38.5639727,-109.5392845,1234.33,11,28.5,0.0,2.8,5,GPS Schedule
6/7/2021 4:10:16 AM,38.5639605,-109.5392737,1232.82,17,28.0,0.0,1.8,5,GPS Schedule
6/7/2021 4:20:16 AM,38.5639242,-109.5393518,1239.48,17,28.0,0.0,2.4,5,GPS Schedule
6/7/2021 4:30:40 AM,38.5641339,-109.5392172,1239.15,41,28.0,0.0,2,6,GPS Schedule
6/7/2021 4:40:34 AM,38.5638619,-109.5393828,1243.34,35,27.5,0.0,4.4,6,GPS Schedule
6/7/2021 4:50:12 AM,38.5643702,-109.5391324,1225.50,12,27.0,0.0,4,6,GPS Schedule
6/7/2021 5:00:01 AM,38.5638263,-109.5392824,1275.57,1,26.5,0.0,3.4,5,GPS Schedule
6/7/2021 5:10:01 AM,38.5646853,-109.5388650,1226.53,2,26.0,0.0,2.8,6,GPS Schedule
6/7/2021 5:20:02 AM,38.5639826,-109.5393117,1245.78,2,26.0,0.0,2.4,5,GPS Schedule
6/7/2021 5:30:00 AM,38.5639606,-109.5393982,1247.25,1,26.0,0.0,2,5,GPS Schedule
6/7/2021 5:40:01 AM,38.5640978,-109.5393689,1176.82,2,25.5,0.0,2,5,GPS Schedule
6/7/2021 5:50:34 AM,38.5640203,-109.5392883,1237.33,35,26.0,0.0,1.2,8,GPS Schedule
6/7/2021 6:00:00 AM,38.5640449,-109.5392430,1249.94,1,25.5,0.0,1.8,7,GPS Schedule
6/7/2021 6:10:02 AM,38.5640606,-109.5392838,1246.15,2,25.0,0.0,1,8,GPS Schedule
6/7/2021 6:20:00 AM,38.5643107,-109.5394282,1230.58,1,25.0,0.0,3.8,5,GPS Schedule
6/7/2021 6:30:00 AM,38.5639867,-109.5392384,1250.03,1,24.5,0.0,2.2,6,GPS Schedule
6/7/2021 6:40:02 AM,38.5640396,-109.5393298,1229.83,2,24.0,0.0,1.4,7,GPS Schedule
6/7/2021 6:50:00 AM,38.5638357,-109.5393089,1206.89,1,23.5,0.0,1.8,6,GPS Schedule
6/7/2021 7:00:00 AM,38.5639785,-109.5391767,1249.57,1,23.0,0.0,1.8,6,GPS Schedule
6/7/2021 7:10:00 AM,38.5639628,-109.5392573,1222.88,1,23.0,0.0,3,5,GPS Schedule
6/7/2021 7:20:02 AM,38.5640224,-109.5392482,1238.65,3,22.5,0.0,1.4,7,GPS Schedule
6/7/2021 7:30:00 AM,38.5641213,-109.5393180,1221.66,1,22.0,0.0,2.4,5,GPS Schedule
6/7/2021 7:40:01 AM,38.5640258,-109.5393312,1220.52,2,22.0,0.0,2.4,5,GPS Schedule
6/7/2021 7:50:04 AM,38.5640151,-109.5392398,1244.46,5,21.5,0.0,2.2,6,GPS Schedule
6/7/2021 8:00:57 AM,38.5638969,-109.5393835,1158.26,57,22.0,0.0,2,5,GPS Schedule
6/7/2021 8:10:07 AM,38.5640767,-109.5392506,1250.34,7,21.0,0.0,2.2,5,GPS Schedule
6/7/2021 8:20:00 AM,38.5640437,-109.5393127,1266.16,1,21.0,0.0,2,5,GPS Schedule
6/7/2021 8:30:02 AM,38.5640763,-109.5393399,1237.55,2,20.5,0.0,1.8,5,GPS Schedule
6/7/2021 8:40:04 AM,38.5640641,-109.5392761,1248.88,4,20.5,0.0,1.8,5,GPS Schedule
6/7/2021 8:50:04 AM,38.5640661,-109.5392737,1242.17,4,20.0,0.0,2,5,GPS Schedule
6/7/2021 9:00:04 AM,38.5640061,-109.5392423,1250.54,4,20.0,0.0,2.4,5,GPS Schedule
6/7/2021 9:10:00 AM,38.5640621,-109.5393999,1225.10,1,19.5,0.0,3.2,4,GPS Schedule
6/7/2021 9:20:33 AM,38.5639531,-109.5393099,1232.25,34,19.5,0.0,3,5,GPS Schedule
6/7/2021 9:30:12 AM,38.5639295,-109.5391404,1245.16,13,19.0,0.0,5.4,4,GPS Schedule
6/7/2021 9:40:33 AM,38.5639499,-109.5392660,1234.30,34,19.0,0.0,1.6,5,GPS Schedule
6/7/2021 9:50:10 AM,38.5640063,-109.5392967,1229.65,11,18.0,0.0,1.6,5,GPS Schedule
6/7/2021 10:00:10 AM,38.5640258,-109.5392935,1228.54,11,18.0,0.0,1.6,5,GPS Schedule
6/7/2021 10:10:12 AM,38.5640145,-109.5393277,1239.74,13,17.5,0.0,1.6,5,GPS Schedule
6/7/2021 10:20:01 AM,38.5640047,-109.5392935,1226.67,2,17.5,0.0,1.6,5,GPS Schedule
6/7/2021 10:30:02 AM,38.5640046,-109.5393005,1228.29,2,17.5,0.0,1.6,5,GPS Schedule
6/7/2021 10:40:00 AM,38.5640119,-109.5392866,1225.67,1,17.5,0.0,2,5,GPS Schedule
6/7/2021 10:50:01 AM,38.5640326,-109.5392545,1245.24,2,17.5,0.0,2.4,5,GPS Schedule
6/7/2021 11:00:01 AM,38.5640307,-109.5393030,1237.48,2,17.0,0.0,3.2,4,GPS Schedule
6/7/2021 11:10:36 AM,38.5639941,-109.5392329,1240.97,37,17.5,0.0,2.6,5,GPS Schedule
6/7/2021 11:20:01 AM,38.5640666,-109.5391774,1253.34,2,17.5,0.0,2.8,5,GPS Schedule
6/7/2021 11:30:09 AM,38.5640554,-109.5392199,1258.10,10,18.0,0.0,2.8,5,GPS Schedule
6/7/2021 11:40:01 AM,38.5640845,-109.5393302,1210.75,2,18.0,0.0,2.6,5,GPS Schedule
6/7/2021 11:50:35 AM,38.5639992,-109.5393037,1230.65,36,19.5,0.0,1.2,7,GPS Schedule
6/7/2021 12:00:00 PM,38.5640154,-109.5392635,1233.21,1,19.5,0.0,1.2,7,GPS Schedule
6/7/2021 12:10:03 PM,38.5640188,-109.5392782,1232.73,4,20.0,0.0,1.2,6,GPS Schedule
6/7/2021 12:20:01 PM,38.5640342,-109.5392799,1245.02,2,20.5,0.0,1.4,5,GPS Schedule
6/7/2021 12:29:59 PM,38.5640435,-109.5392635,1235.70,0,20.5,0.0,1.4,5,GPS Schedule
6/7/2021 12:40:01 PM,38.5640276,-109.5392897,1229.90,2,21.0,0.0,1.4,5,GPS Schedule
6/7/2021 12:50:04 PM,38.5640359,-109.5393291,1233.55,5,21.5,0.0,1.4,6,GPS Schedule
6/7/2021 1:00:02 PM,38.5640934,-109.5396590,1219.12,3,22.0,0.0,1.6,5,GPS Schedule
6/7/2021 1:10:33 PM,38.5640381,-109.5396287,1242.88,34,22.5,0.0,1.2,6,GPS Schedule
6/7/2021 1:20:14 PM,38.5377423,-109.5104136,1352.46,15,22.5,0.0,2,5,GPS Schedule
6/7/2021 1:30:01 PM,38.5377627,-109.5104931,1356.04,2,22.0,0.0,1.8,5,GPS Schedule
6/7/2021 1:40:03 PM,38.5377885,-109.5106000,1347.63,4,22.5,0.0,1.8,5,GPS Schedule
6/7/2021 1:50:04 PM,38.4801812,-109.4585806,1458.57,5,22.5,0.0,1.8,5,GPS Schedule
6/7/2021 2:00:02 PM,38.3491916,-109.4347661,1665.71,3,22.5,0.0,1.8,4,GPS Schedule
6/7/2021 2:10:33 PM,38.2009563,-109.3750372,1733.31,34,23.0,0.0,1.4,6,GPS Schedule
6/7/2021 2:20:15 PM,38.0689900,-109.3696553,1836.70,16,22.5,0.0,2,6,GPS Schedule
6/7/2021 2:30:08 PM,38.0127896,-109.4335642,1915.23,9,22.0,0.0,2.6,6,GPS Schedule
6/7/2021 2:40:40 PM,37.9849517,-109.5169136,1765.17,41,22.5,0.0,2.2,4,GPS Schedule
6/7/2021 2:51:10 PM,0.0000000,0.0000000,0.00,70,23.5,0.0,0,0,GPS Schedule
6/7/2021 3:00:35 PM,38.0705243,-109.5656428,1615.96,36,23.0,0.0,1,9,GPS Schedule
6/7/2021 3:10:02 PM,38.0705684,-109.5656128,1606.47,3,23.0,0.0,0.8,9,GPS Schedule
6/7/2021 3:19:59 PM,38.0706472,-109.5656616,1601.78,0,23.5,0.0,1,6,GPS Schedule
6/7/2021 3:29:59 PM,38.0705684,-109.5655366,1588.63,0,24.0,0.0,2.2,5,GPS Schedule
6/7/2021 3:40:00 PM,38.0705773,-109.5655951,1605.20,1,24.5,0.0,2,5,GPS Schedule
6/7/2021 3:49:59 PM,38.0704923,-109.5655536,1588.07,0,25.5,0.0,1.2,6,GPS Schedule
6/7/2021 4:00:01 PM,38.0705505,-109.5656688,1613.88,2,25.5,0.0,3.6,4,GPS Schedule
6/7/2021 4:10:33 PM,38.0727805,-109.5641256,1609.16,34,26.5,0.0,1.2,8,GPS Schedule
6/7/2021 4:20:13 PM,38.0728118,-109.5642246,1622.55,14,28.0,0.0,1.8,7,GPS Schedule
6/7/2021 4:30:02 PM,38.0728156,-109.5641824,1617.16,3,29.0,0.0,1.2,8,GPS Schedule
6/7/2021 4:40:00 PM,38.0727566,-109.5642845,1625.51,1,30.5,0.0,1.2,8,GPS Schedule
6/7/2021 4:50:01 PM,38.0728069,-109.5641848,1623.24,2,31.5,0.0,1.2,8,GPS Schedule
6/7/2021 5:00:01 PM,38.0727912,-109.5641941,1630.33,2,32.0,0.0,1.4,7,GPS Schedule
6/7/2021 5:10:00 PM,38.0728395,-109.5642759,1620.25,1,33.0,0.0,1.4,7,GPS Schedule
6/7/2021 5:20:01 PM,38.0727894,-109.5639684,1663.03,2,33.0,0.0,4.4,5,GPS Schedule
6/7/2021 5:30:00 PM,38.0726808,-109.5640498,1662.20,1,33.5,0.0,5,5,GPS Schedule
6/7/2021 5:40:00 PM,38.0728309,-109.5642021,1608.49,1,33.5,0.0,1.4,6,GPS Schedule
6/7/2021 5:50:03 PM,38.0728189,-109.5642038,1618.30,4,33.5,0.0,1.4,6,GPS Schedule
6/7/2021 6:00:01 PM,38.0728294,-109.5642045,1615.19,2,34.0,0.0,1.4,6,GPS Schedule
6/7/2021 6:10:00 PM,38.0727897,-109.5641342,1622.44,1,34.5,0.0,6.8,5,GPS Schedule
6/7/2021 6:20:35 PM,38.0728492,-109.5641931,1620.50,36,35.0,0.0,1,8,GPS Schedule
6/7/2021 6:30:03 PM,38.0728152,-109.5642253,1618.83,4,35.0,0.0,1,8,GPS Schedule
6/7/2021 6:40:01 PM,38.0728282,-109.5641640,1620.23,2,35.0,0.0,1.2,7,GPS Schedule
6/7/2021 6:50:00 PM,38.0729474,-109.5642320,1613.06,1,35.0,0.0,1.4,6,GPS Schedule
6/7/2021 7:00:00 PM,38.0728802,-109.5642312,1611.24,1,35.0,0.0,1.4,7,GPS Schedule
6/7/2021 7:10:00 PM,38.0729150,-109.5642687,1606.31,1,35.5,0.0,1.6,7,GPS Schedule
6/7/2021 7:20:01 PM,38.0729229,-109.5643245,1597.07,2,35.5,0.0,2.2,6,GPS Schedule
6/7/2021 7:30:01 PM,38.0729113,-109.5642832,1605.21,2,36.0,0.0,4.6,5,GPS Schedule
6/7/2021 7:40:34 PM,38.0727972,-109.5641189,1627.87,35,36.0,0.0,1.8,7,GPS Schedule
6/7/2021 7:50:13 PM,38.0729008,-109.5643033,1613.18,14,36.0,0.0,1.6,7,GPS Schedule
6/7/2021 8:00:05 PM,38.0728452,-109.5643646,1608.08,6,36.5,0.0,1.8,6,GPS Schedule
6/7/2021 8:10:00 PM,38.0727536,-109.5639975,1658.37,1,37.0,0.0,6.2,5,GPS Schedule
6/7/2021 8:20:00 PM,38.0727829,-109.5644107,1607.19,1,36.0,0.0,3.8,5,GPS Schedule
6/7/2021 8:30:00 PM,38.0729212,-109.5647341,1563.27,1,35.0,0.0,4,5,GPS Schedule
6/7/2021 8:40:00 PM,38.0728923,-109.5646146,1564.11,1,34.0,0.0,6.6,5,GPS Schedule
6/7/2021 8:50:00 PM,38.0728366,-109.5644154,1625.52,1,33.5,0.0,6,5,GPS Schedule
6/7/2021 9:00:02 PM,38.0727907,-109.5643317,1606.08,3,33.5,0.0,6.2,5,GPS Schedule
6/7/2021 9:10:35 PM,38.0744086,-109.5645889,1616.78,36,33.5,0.0,2.2,5,GPS Schedule
6/7/2021 9:20:02 PM,38.0747436,-109.5648353,1617.94,3,33.0,0.0,2.2,5,GPS Schedule
6/7/2021 9:30:00 PM,38.0748774,-109.5646309,1644.39,1,33.5,0.0,2.2,5,GPS Schedule
6/7/2021 9:40:00 PM,38.0751265,-109.5648076,1644.75,1,33.5,0.0,2.4,5,GPS Schedule
6/7/2021 9:50:34 PM,38.0742447,-109.5656422,1617.30,35,33.5,0.0,2.4,6,GPS Schedule
6/7/2021 10:00:00 PM,38.0734852,-109.5660949,1640.63,1,33.5,0.0,2.2,6,GPS Schedule
6/7/2021 10:10:00 PM,38.0732747,-109.5660758,1628.30,1,33.5,0.0,2.2,6,GPS Schedule
6/7/2021 10:20:00 PM,38.0733078,-109.5661757,1596.04,1,33.5,0.0,2.2,6,GPS Schedule
6/7/2021 10:30:00 PM,38.0726437,-109.5668298,1670.71,1,32.5,0.0,2,6,GPS Schedule
6/7/2021 10:40:00 PM,38.0736020,-109.5674054,1474.88,1,32.5,0.0,2,6,GPS Schedule
6/7/2021 10:50:08 PM,38.0725636,-109.5672062,1613.95,9,33.0,0.0,2,5,GPS Schedule
6/7/2021 11:00:03 PM,38.0726761,-109.5674490,1615.84,4,33.0,0.0,1.8,5,GPS Schedule
6/7/2021 11:10:00 PM,38.0728036,-109.5675921,1612.37,1,32.0,0.0,1.6,5,GPS Schedule
6/7/2021 11:20:02 PM,38.0727864,-109.5675554,1614.81,3,31.5,0.0,1.6,5,GPS Schedule
6/7/2021 11:30:01 PM,38.0727744,-109.5675086,1613.26,2,32.0,0.0,1.6,5,GPS Schedule
6/7/2021 11:40:01 PM,38.0727848,-109.5675370,1616.64,2,32.0,0.0,1.6,5,GPS Schedule
6/7/2021 11:50:01 PM,38.0734519,-109.5687944,1595.07,2,32.0,0.0,2.2,4,GPS Schedule
6/8/2021 12:00:35 AM,38.0745453,-109.5697675,1608.75,36,31.5,0.0,1.8,6,GPS Schedule
6/8/2021 12:10:01 AM,38.0751431,-109.5702074,1598.63,2,30.5,0.0,1.8,6,GPS Schedule
6/8/2021 12:20:00 AM,38.0750716,-109.5702470,1633.08,1,30.5,0.0,1.6,6,GPS Schedule
6/8/2021 12:30:01 AM,38.0766654,-109.5720551,1595.30,2,30.0,0.0,1.6,6,GPS Schedule
6/8/2021 12:40:00 AM,38.0766524,-109.5721026,1590.66,1,29.5,0.0,2,5,GPS Schedule
6/8/2021 12:50:02 AM,38.0762447,-109.5717791,1611.14,3,29.5,0.0,2,5,GPS Schedule
6/8/2021 1:00:00 AM,38.0759361,-109.5707675,1598.12,2,29.0,0.0,2,5,GPS Schedule
6/8/2021 1:10:01 AM,38.0757098,-109.5702482,1601.00,2,28.5,0.0,1.8,5,GPS Schedule
6/8/2021 1:20:01 AM,38.0756670,-109.5699717,1611.93,2,28.0,0.0,1.8,5,GPS Schedule
6/8/2021 1:30:00 AM,38.0757876,-109.5690250,1615.92,1,27.5,0.0,1.6,5,GPS Schedule
6/8/2021 1:40:01 AM,38.0759392,-109.5668795,1615.53,2,27.5,0.0,1.6,5,GPS Schedule
6/8/2021 1:50:01 AM,38.0759269,-109.5665493,1626.99,2,27.0,0.0,3,4,GPS Schedule
6/8/2021 2:00:36 AM,38.0758923,-109.5665913,1610.82,37,27.5,0.0,1.4,6,GPS Schedule
6/8/2021 2:10:00 AM,38.0757181,-109.5664401,1635.51,2,27.0,0.0,2.2,5,GPS Schedule
