Product Type: Litetrack LR
Product ID: 80333
Firmware Version: V8.106.0

GMT Time,Latitude,Longitude,Altitude,Duration,Temperature,Voltage,DOP,Satellites,Cause of Fix
6/6/2021 8:30:33 PM,38.5640573,-109.5393152,1232.18,30,36.0,0.0,1.6,7,GPS Schedule
6/6/2021 8:40:16 PM,38.5640706,-109.5393162,1206.26,16,42.0,0.0,1.8,6,GPS Schedule
6/6/2021 8:50:11 PM,38.5639976,-109.5392628,1235.68,11,46.0,0.0,1.8,6,GPS Schedule
6/6/2021 9:00:10 PM,38.5640020,-109.5391910,1231.86,10,48.5,0.0,2,6,GPS Schedule
6/6/2021 9:10:12 PM,38.5639784,-109.5392520,1233.55,11,51.0,0.0,2,6,GPS Schedule
6/6/2021 9:20:01 PM,38.5641221,-109.5392792,1256.84,1,51.5,0.0,2,6,GPS Schedule
6/6/2021 9:30:01 PM,38.5639910,-109.5393664,1244.62,1,50.5,0.0,2.2,5,GPS Schedule
6/6/2021 9:40:04 PM,38.5639922,-109.5392813,1233.22,3,49.5,0.0,2.4,5,GPS Schedule
6/6/2021 9:50:01 PM,38.5639370,-109.5392747,1245.72,1,48.5,0.0,2.6,5,GPS Schedule
6/6/2021 10:00:02 PM,38.5639922,-109.5392813,1233.22,2,47.5,0.0,3,5,GPS Schedule
6/6/2021 10:10:05 PM,38.5651440,-109.5404215,1183.51,5,47.0,0.0,3.6,5,GPS Schedule
6/6/2021 10:20:04 PM,38.5643259,-109.5395959,1206.00,3,46.0,0.0,4.2,5,GPS Schedule
6/6/2021 10:31:03 PM,38.5643868,-109.5396570,1215.16,62,46.5,0.0,5.4,5,GPS Schedule
6/6/2021 10:40:34 PM,38.5640415,-109.5392813,1237.58,34,46.0,0.0,2,7,GPS Schedule
6/6/2021 10:50:18 PM,38.5640929,-109.5392566,1238.44,17,45.5,0.0,1.8,7,GPS Schedule
6/6/2021 11:00:04 PM,38.5640147,-109.5390149,1265.38,3,45.0,0.0,4.4,6,GPS Schedule
6/6/2021 11:10:02 PM,38.5640238,-109.5392276,1252.89,2,44.5,0.0,4.4,6,GPS Schedule
