Product Type: Litetrack LR
Product ID: 80350
Firmware Version: V8.107.0

GMT Time,X,Y,Temperature [C]
11/8/2021 10:55:00 PM,0,0,22.5
11/8/2021 11:00:00 PM,1,1,23.0
11/8/2021 11:05:00 PM,0,0,22.5
11/8/2021 11:10:00 PM,0,0,21.5
11/8/2021 11:15:00 PM,0,0,20.5
11/8/2021 11:20:00 PM,0,0,19.5
11/8/2021 11:25:00 PM,0,0,19.0
11/8/2021 11:30:00 PM,0,0,18.0
11/8/2021 11:35:00 PM,0,0,17.5
11/8/2021 11:40:00 PM,0,0,17.0
11/8/2021 11:45:00 PM,0,0,16.0
11/8/2021 11:50:00 PM,0,0,15.5
11/8/2021 11:55:00 PM,0,0,15.0
11/9/2021 12:00:00 AM,0,0,15.0
11/9/2021 12:05:00 AM,0,0,14.5
11/9/2021 12:10:00 AM,0,0,14.0
11/9/2021 12:15:00 AM,0,0,13.5
11/9/2021 12:20:00 AM,0,0,13.5
11/9/2021 12:25:00 AM,0,0,12.5
11/9/2021 12:30:00 AM,0,0,12.5
11/9/2021 12:35:00 AM,0,0,12.5
11/9/2021 12:40:00 AM,0,0,12.0
11/9/2021 12:45:00 AM,0,0,11.5
11/9/2021 12:50:00 AM,0,0,11.5
11/9/2021 12:55:00 AM,0,0,11.5
11/9/2021 1:00:00 AM,0,0,11.5
11/9/2021 1:05:00 AM,0,0,11.0
11/9/2021 1:10:00 AM,0,0,11.0
11/9/2021 1:15:00 AM,0,0,10.5
11/9/2021 1:20:00 AM,0,0,10.5
11/9/2021 1:25:00 AM,0,0,10.0
11/9/2021 1:30:00 AM,0,0,10.0
11/9/2021 1:35:00 AM,0,0,10.5
11/9/2021 1:40:00 AM,0,0,10.5
11/9/2021 1:45:00 AM,0,0,11.0
11/9/2021 1:50:00 AM,0,0,11.0
11/9/2021 1:55:00 AM,0,0,11.0
11/9/2021 2:00:00 AM,0,0,11.5
11/9/2021 2:05:00 AM,0,0,11.5
11/9/2021 2:10:00 AM,0,0,12.0
11/9/2021 2:15:00 AM,0,0,12.5
11/9/2021 2:20:00 AM,0,0,13.0
11/9/2021 2:25:00 AM,0,0,13.0
11/9/2021 2:30:00 AM,0,0,13.5
11/9/2021 2:35:00 AM,0,0,14.0
11/9/2021 2:40:00 AM,0,0,14.0
11/9/2021 2:45:00 AM,0,0,15.0
11/9/2021 2:50:00 AM,0,0,14.5
11/9/2021 2:55:00 AM,0,0,15.0
11/9/2021 3:00:00 AM,0,0,15.5
11/9/2021 3:05:00 AM,0,0,15.5
11/9/2021 3:10:00 AM,0,0,15.5
11/9/2021 3:15:00 AM,0,0,15.5
11/9/2021 3:20:00 AM,0,0,15.5
11/9/2021 3:25:00 AM,0,0,15.5
11/9/2021 3:30:00 AM,0,0,15.5
11/9/2021 3:35:00 AM,0,0,15.5
11/9/2021 3:40:00 AM,0,0,15.5
11/9/2021 3:45:00 AM,0,0,15.5
11/9/2021 3:50:00 AM,0,0,15.5
11/9/2021 3:55:00 AM,0,0,15.0
11/9/2021 4:00:00 AM,0,0,14.5
11/9/2021 4:05:00 AM,0,0,14.0
11/9/2021 4:10:00 AM,0,0,13.5
11/9/2021 4:15:00 AM,0,0,13.5
11/9/2021 4:20:00 AM,0,0,13.0
11/9/2021 4:25:00 AM,0,0,13.0
11/9/2021 4:30:00 AM,0,0,12.5
11/9/2021 4:35:00 AM,0,0,12.0
