Product Type: Litetrack LR
Product ID: 80343
Firmware Version: V8.106.0

GMT Time,Latitude,Longitude,Altitude,Duration,Temperature,DOP,Satellites,Cause of Fix
11/9/2021 3:01:10 AM,0.0000000,0.0000000,0.00,70,23.0,0,0,GPS Schedule
11/9/2021 3:10:33 AM,38.5379361,-109.5104825,1347.91,30,21.0,1.4,7,GPS Schedule
11/9/2021 3:20:11 AM,38.5378981,-109.5105491,1358.03,11,19.0,1.8,6,GPS Schedule
11/9/2021 3:30:01 AM,38.5379385,-109.5104591,1336.34,1,17.0,6.8,5,GPS Schedule
11/9/2021 3:40:01 AM,38.5378219,-109.5106415,1341.37,1,16.5,1.8,6,GPS Schedule
11/9/2021 3:50:01 AM,38.5379096,-109.5104703,1353.22,1,15.5,1.8,6,GPS Schedule
11/9/2021 4:00:03 AM,38.5378744,-109.5104857,1345.28,2,14.5,2,6,GPS Schedule
11/9/2021 4:10:03 AM,38.5379256,-109.5105055,1339.75,2,13.5,2,6,GPS Schedule
11/9/2021 4:20:04 AM,38.5378212,-109.5105142,1343.07,3,12.5,2,5,GPS Schedule
11/9/2021 4:30:02 AM,38.5378353,-109.5104134,1318.63,2,12.0,2.8,4,GPS Schedule
11/9/2021 4:40:35 AM,38.5379303,-109.5105289,1351.94,34,12.0,4.2,5,GPS Schedule
11/9/2021 4:50:01 AM,38.5379665,-109.5105892,1362.95,1,11.0,2.6,5,GPS Schedule
11/9/2021 5:00:01 AM,38.5379248,-109.5104382,1330.23,1,10.0,6.4,5,GPS Schedule
11/9/2021 5:10:01 AM,38.5377880,-109.5103273,1330.04,1,9.5,5,5,GPS Schedule
11/9/2021 5:20:02 AM,38.5378487,-109.5104399,1334.42,2,9.5,3.8,5,GPS Schedule
11/9/2021 5:30:01 AM,38.5377902,-109.5102803,1329.73,1,9.5,3.2,5,GPS Schedule
11/9/2021 5:40:04 AM,38.5379170,-109.5104800,1339.34,4,9.5,2.8,5,GPS Schedule
11/9/2021 5:50:05 AM,38.5379419,-109.5105899,1356.73,4,9.5,2.6,5,GPS Schedule
11/9/2021 6:00:35 AM,38.5379276,-109.5105030,1333.05,34,10.0,1.4,6,GPS Schedule
11/9/2021 6:10:03 AM,38.5379519,-109.5104001,1321.64,3,9.5,1.4,6,GPS Schedule
11/9/2021 6:20:01 AM,38.5378952,-109.5104537,1364.85,1,9.0,1.4,5,GPS Schedule
11/9/2021 6:30:06 AM,38.5378871,-109.5104992,1330.67,6,8.5,1.4,5,GPS Schedule
11/9/2021 6:40:35 AM,38.5379003,-109.5105550,1344.89,34,8.5,1,7,GPS Schedule
11/9/2021 6:50:01 AM,38.5379026,-109.5107640,1375.05,1,7.0,2.4,5,GPS Schedule
