Product Type: Litetrack LR
Product ID: 80349
Firmware Version: V8.106.0

GMT Time,Latitude,Longitude,Altitude,Duration,Temperature,DOP,Satellites,Cause of Fix
11/9/2021 2:41:10 AM,0.0000000,0.0000000,0.00,70,23.5,0,0,GPS Schedule
11/9/2021 2:50:33 AM,38.5378953,-109.5105302,1340.76,30,21.0,1.8,5,GPS Schedule
11/9/2021 3:00:12 AM,38.5379057,-109.5105142,1350.54,12,19.0,1.8,5,GPS Schedule
11/9/2021 3:10:02 AM,38.5379287,-109.5105564,1339.32,2,18.0,1.8,5,GPS Schedule
11/9/2021 3:20:04 AM,38.5378923,-109.5104947,1336.37,4,17.5,2,5,GPS Schedule
11/9/2021 3:30:02 AM,38.5378439,-109.5105550,1339.90,2,17.0,2,5,GPS Schedule
11/9/2021 3:40:02 AM,38.5379049,-109.5105631,1361.89,2,16.5,2,5,GPS Schedule
11/9/2021 3:50:01 AM,38.5378043,-109.5105330,1316.54,1,16.0,2,5,GPS Schedule
11/9/2021 4:00:02 AM,38.5378652,-109.5105104,1348.17,2,15.0,2.2,5,GPS Schedule
11/9/2021 4:10:04 AM,38.5378999,-109.5105453,1359.39,4,14.0,2.2,5,GPS Schedule
11/9/2021 4:20:02 AM,38.5378979,-109.5105631,1361.27,2,14.0,2.4,4,GPS Schedule
11/9/2021 4:30:33 AM,38.5379232,-109.5105289,1351.31,33,13.5,2,6,GPS Schedule
11/9/2021 4:40:15 AM,38.5379288,-109.5105188,1347.33,15,12.5,2,6,GPS Schedule
11/9/2021 4:50:02 AM,38.5378959,-109.5104800,1337.47,2,12.0,1.8,6,GPS Schedule
11/9/2021 5:00:01 AM,38.5379995,-109.5105354,1340.68,1,11.5,1.6,6,GPS Schedule
11/9/2021 5:10:03 AM,38.5379111,-109.5105111,1348.19,3,11.0,1.6,6,GPS Schedule
11/9/2021 5:20:04 AM,38.5378882,-109.5105149,1344.96,4,10.5,1.6,6,GPS Schedule
11/9/2021 5:30:01 AM,38.5379464,-109.5106253,1319.19,1,10.5,2.2,5,GPS Schedule
11/9/2021 5:40:01 AM,38.5379169,-109.5104717,1345.78,1,11.0,1.8,5,GPS Schedule
11/9/2021 5:50:01 AM,38.5379209,-109.5105676,1358.06,1,10.5,1.6,6,GPS Schedule
11/9/2021 6:00:03 AM,38.5379772,-109.5105044,1329.35,3,10.5,2.6,5,GPS Schedule
11/9/2021 6:10:02 AM,38.5379911,-109.5104960,1337.03,2,10.5,2.8,5,GPS Schedule
11/9/2021 6:20:03 AM,38.5380534,-109.5108319,1286.63,3,10.0,4,4,GPS Schedule
11/9/2021 6:30:34 AM,38.5379384,-109.5104814,1333.15,34,10.0,1.6,6,GPS Schedule
11/9/2021 6:40:01 AM,38.5379110,-109.5105710,1336.97,1,9.0,1.4,5,GPS Schedule
11/9/2021 6:50:01 AM,38.5378925,-109.5105114,1323.49,1,8.5,1.2,6,GPS Schedule
11/9/2021 7:00:01 AM,38.5379209,-109.5105523,1362.88,1,8.0,1.2,6,GPS Schedule
11/9/2021 7:10:04 AM,38.5378913,-109.5104343,1328.48,4,7.5,1.2,6,GPS Schedule
11/9/2021 7:20:02 AM,38.5378496,-109.5105003,1342.32,2,7.5,2.2,5,GPS Schedule
11/9/2021 7:30:01 AM,38.5378557,-109.5105082,1317.40,1,7.5,2.4,5,GPS Schedule
11/9/2021 7:40:05 AM,38.5379603,-109.5106036,1384.67,5,6.5,2.4,5,GPS Schedule
11/9/2021 7:50:00 AM,38.5379954,-109.5105423,1407.06,1,6.0,2,5,GPS Schedule
11/9/2021 8:00:04 AM,38.5379021,-109.5105442,1344.63,4,6.0,1.6,6,GPS Schedule
11/9/2021 8:10:04 AM,38.5379242,-109.5105892,1359.21,4,5.5,1.6,6,GPS Schedule
11/9/2021 8:20:05 AM,38.5379155,-109.5104699,1334.74,5,5.0,2.4,4,GPS Schedule
11/9/2021 8:30:36 AM,38.5379400,-109.5105068,1332.93,36,5.5,1.2,6,GPS Schedule
11/9/2021 8:40:01 AM,38.5378775,-109.5104836,1357.69,1,4.5,1.2,6,GPS Schedule
11/9/2021 8:50:06 AM,38.5379398,-109.5104985,1339.37,6,4.5,1.2,6,GPS Schedule
11/9/2021 9:00:02 AM,38.5379255,-109.5105278,1336.55,2,4.5,1.2,6,GPS Schedule
11/9/2021 9:10:02 AM,38.5379940,-109.5103918,1331.81,2,4.5,1.2,6,GPS Schedule
11/9/2021 9:20:09 AM,38.5377410,-109.5107583,1351.04,9,4.0,4.2,4,GPS Schedule
11/9/2021 9:30:07 AM,38.5378862,-109.5105174,1351.66,7,4.0,2,5,GPS Schedule
11/9/2021 9:40:08 AM,38.5379122,-109.5105338,1364.09,8,4.0,2.6,4,GPS Schedule
11/9/2021 9:50:34 AM,38.5379395,-109.5105194,1344.24,34,4.5,1.6,7,GPS Schedule
11/9/2021 10:00:11 AM,38.5378723,-109.5105411,1339.15,11,4.0,1.6,7,GPS Schedule
11/9/2021 10:10:11 AM,38.5378808,-109.5105359,1349.20,11,4.0,2,6,GPS Schedule
11/9/2021 10:20:13 AM,38.5378896,-109.5105543,1347.98,13,4.0,1.4,7,GPS Schedule
11/9/2021 10:30:01 AM,38.5378933,-109.5105021,1357.10,1,3.5,1.4,7,GPS Schedule
11/9/2021 10:40:03 AM,38.5378904,-109.5105361,1327.00,3,3.5,1.4,7,GPS Schedule
11/9/2021 10:50:01 AM,38.5378493,-109.5105365,1342.36,1,3.5,1.4,6,GPS Schedule
11/9/2021 11:00:03 AM,38.5379709,-109.5105104,1357.51,3,3.5,1.4,6,GPS Schedule
