Product Type: Litetrack LR
Product ID: 80348
Firmware Version: V8.106.0

GMT Time,Latitude,Longitude,Altitude,Duration,Temperature,DOP,Satellites,Cause of Fix
11/9/2021 3:10:36 AM,38.5379248,-109.5105543,1351.10,33,23.0,1.6,6,GPS Schedule
11/9/2021 3:20:00 AM,38.5377340,-109.5106371,1380.90,1,20.5,2.8,5,GPS Schedule
11/9/2021 3:30:00 AM,38.5379340,-109.5105449,1343.40,1,19.0,1.8,5,GPS Schedule
11/9/2021 3:40:01 AM,38.5379145,-109.5105634,1339.69,2,18.0,1.8,5,GPS Schedule
11/9/2021 3:50:01 AM,38.5378950,-109.5106125,1326.35,2,17.0,2,5,GPS Schedule
11/9/2021 4:00:04 AM,38.5379429,-109.5104965,1351.78,4,15.5,2.2,5,GPS Schedule
11/9/2021 4:10:03 AM,38.5379174,-109.5107068,1371.39,3,15.0,2.4,5,GPS Schedule
11/9/2021 4:20:01 AM,38.5378816,-109.5106102,1360.33,2,14.5,3.6,4,GPS Schedule
11/9/2021 4:30:36 AM,38.5379116,-109.5105994,1362.56,36,14.0,2,6,GPS Schedule
11/9/2021 4:40:01 AM,38.5378616,-109.5105097,1351.89,2,13.0,2,6,GPS Schedule
11/9/2021 4:50:00 AM,38.5379447,-109.5105609,1335.49,1,12.5,2,5,GPS Schedule
11/9/2021 5:00:01 AM,38.5378618,-109.5104958,1348.64,2,12.0,1.6,6,GPS Schedule
11/9/2021 5:10:00 AM,38.5379857,-109.5104839,1344.21,1,11.5,1.6,5,GPS Schedule
11/9/2021 5:20:01 AM,38.5380286,-109.5105958,1351.07,2,11.0,3.8,5,GPS Schedule
11/9/2021 5:30:02 AM,38.5379236,-109.5105079,1346.45,2,11.0,1.6,6,GPS Schedule
11/9/2021 5:40:01 AM,38.5380077,-109.5105818,1345.96,2,11.5,2.8,5,GPS Schedule
11/9/2021 5:50:00 AM,38.5380391,-109.5105249,1320.71,1,11.0,2.6,5,GPS Schedule
11/9/2021 6:00:02 AM,38.5378774,-109.5105059,1354.49,3,11.0,2.6,5,GPS Schedule
11/9/2021 6:11:04 AM,38.5379041,-109.5104958,1352.38,65,12.0,2,5,GPS Schedule
11/9/2021 6:20:02 AM,38.5378704,-109.5105519,1339.41,3,10.5,1.8,5,GPS Schedule
11/9/2021 6:30:02 AM,38.5379408,-109.5104427,1326.40,3,10.0,1.8,4,GPS Schedule
11/9/2021 6:40:33 AM,38.5378948,-109.5105582,1347.25,34,9.5,1.4,6,GPS Schedule
11/9/2021 6:50:10 AM,38.5379420,-109.5104668,1334.25,11,9.0,1.2,6,GPS Schedule
11/9/2021 7:00:13 AM,38.5378212,-109.5104460,1360.72,13,8.5,1.2,6,GPS Schedule
11/9/2021 7:10:02 AM,38.5379162,-109.5106451,1371.56,3,8.0,2,5,GPS Schedule
11/9/2021 7:20:02 AM,38.5378481,-109.5106217,1353.76,3,7.5,1.4,6,GPS Schedule
11/9/2021 7:30:04 AM,38.5378642,-109.5104724,1337.08,4,7.5,2.4,5,GPS Schedule
11/9/2021 7:40:00 AM,38.5376920,-109.5103736,1284.04,1,7.0,2.4,5,GPS Schedule
11/9/2021 7:50:01 AM,38.5378897,-109.5105320,1351.18,2,6.5,2,5,GPS Schedule
11/9/2021 8:00:02 AM,38.5379258,-109.5105617,1371.83,3,6.0,1.6,6,GPS Schedule
11/9/2021 8:10:04 AM,38.5379320,-109.5106942,1361.33,4,6.0,1.6,6,GPS Schedule
11/9/2021 8:20:01 AM,38.5378911,-109.5104636,1326.90,2,5.5,2.4,4,GPS Schedule
11/9/2021 8:30:36 AM,38.5378847,-109.5105073,1347.05,36,5.5,1.2,6,GPS Schedule
11/9/2021 8:40:04 AM,38.5379568,-109.5105634,1343.43,4,5.0,1.2,6,GPS Schedule
11/9/2021 8:50:03 AM,38.5379158,-109.5104030,1344.33,3,4.5,1.2,6,GPS Schedule
11/9/2021 9:00:03 AM,38.5378973,-109.5105278,1334.06,3,4.5,1.2,6,GPS Schedule
11/9/2021 9:10:01 AM,38.5379146,-109.5105411,1342.89,2,4.5,1.2,6,GPS Schedule
11/9/2021 9:20:01 AM,38.5378864,-109.5105257,1345.22,2,4.5,1.8,5,GPS Schedule
11/9/2021 9:30:04 AM,38.5379287,-109.5105564,1339.32,4,4.5,2,5,GPS Schedule
11/9/2021 9:40:07 AM,38.5379312,-109.5105586,1369.47,8,4.5,2.6,4,GPS Schedule
11/9/2021 9:50:33 AM,38.5378547,-109.5105334,1340.00,34,5.0,1.6,7,GPS Schedule
11/9/2021 10:00:13 AM,38.5378845,-109.5105365,1345.48,13,4.5,1.6,7,GPS Schedule
11/9/2021 10:10:00 AM,38.5379228,-109.5104559,1332.12,1,4.5,2.2,6,GPS Schedule
11/9/2021 10:20:02 AM,38.5379168,-109.5106102,1363.45,2,4.5,1.4,7,GPS Schedule
11/9/2021 10:30:00 AM,38.5379176,-109.5105460,1356.92,1,4.0,1.4,7,GPS Schedule
11/9/2021 10:40:00 AM,38.5379982,-109.5105969,1363.34,1,4.5,1.6,6,GPS Schedule
11/9/2021 10:50:00 AM,38.5378883,-109.5104926,1348.15,1,4.0,1.2,7,GPS Schedule
11/9/2021 11:00:02 AM,38.5379429,-109.5105341,1343.76,3,4.0,1.4,6,GPS Schedule
11/9/2021 11:10:05 AM,38.5378312,-109.5105415,1354.52,5,4.0,1.6,6,GPS Schedule
11/9/2021 11:20:04 AM,38.5379206,-109.5105030,1332.42,4,4.0,2,5,GPS Schedule
11/9/2021 11:30:02 AM,38.5378746,-109.5104564,1346.86,3,4.0,2.4,5,GPS Schedule
11/9/2021 11:40:00 AM,38.5377819,-109.5104732,1367.81,1,3.5,3,5,GPS Schedule
11/9/2021 11:50:04 AM,38.5380222,-109.5107760,1335.92,4,3.5,3.4,6,GPS Schedule
11/9/2021 12:00:36 PM,38.5379203,-109.5105017,1340.49,36,4.0,1.8,6,GPS Schedule
11/9/2021 12:10:00 PM,38.5378998,-109.5107144,1367.42,1,3.5,1.8,5,GPS Schedule
11/9/2021 12:20:00 PM,38.5378824,-109.5104298,1332.94,1,3.5,1.6,6,GPS Schedule
11/9/2021 12:30:00 PM,38.5378500,-109.5104947,1332.63,1,3.0,1.4,6,GPS Schedule
11/9/2021 12:40:04 PM,38.5379466,-109.5105278,1338.42,4,3.0,1.2,6,GPS Schedule
11/9/2021 12:50:01 PM,38.5378964,-109.5104521,1330.98,2,3.0,1.6,5,GPS Schedule
11/9/2021 1:00:04 PM,38.5379360,-109.5105048,1344.71,4,3.0,1.6,5,GPS Schedule
11/9/2021 1:10:01 PM,38.5379348,-109.5106122,1352.91,2,3.5,1.6,5,GPS Schedule
11/9/2021 1:20:04 PM,38.5378740,-109.5106381,1366.20,4,3.5,1.4,5,GPS Schedule
11/9/2021 1:30:05 PM,38.5378192,-109.5106635,1361.00,5,3.5,1.4,5,GPS Schedule
11/9/2021 1:40:01 PM,38.5378794,-109.5104881,1352.61,2,3.5,2.6,4,GPS Schedule
11/9/2021 1:50:36 PM,38.5379158,-109.5105498,1355.56,36,4.0,1.2,8,GPS Schedule
11/9/2021 2:00:02 PM,38.5379342,-109.5105156,1344.97,2,3.5,1.2,8,GPS Schedule
11/9/2021 2:10:02 PM,38.5379391,-109.5105404,1349.10,2,4.0,1.2,7,GPS Schedule
11/9/2021 2:20:00 PM,38.5379486,-109.5104794,1346.17,1,4.5,1.2,6,GPS Schedule
