Product Type: Litetrack LR
Product ID: 80337
Firmware Version: V8.107.0

GMT Time,Latitude,Longitude,Altitude,Duration,Temperature,DOP,Satellites,Cause of Fix
11/9/2021 3:50:33 PM,38.5379485,-109.5104863,1347.80,29,20.5,1.2,6,GPS Schedule
11/9/2021 4:00:11 PM,38.5378903,-109.5105757,1371.95,11,16.5,1.2,6,GPS Schedule
11/9/2021 4:10:11 PM,38.5378824,-109.5104624,1376.27,11,14.5,1.4,5,GPS Schedule
11/9/2021 4:20:11 PM,38.5379390,-109.5105474,1350.72,11,13.0,1.2,6,GPS Schedule
11/9/2021 4:30:12 PM,38.5379018,-109.5105275,1357.51,12,12.0,1.2,6,GPS Schedule
11/9/2021 4:40:11 PM,38.5378866,-109.5104965,1346.79,11,12.0,2,5,GPS Schedule
11/9/2021 4:50:13 PM,38.5378484,-109.5104079,1352.12,13,12.5,2,5,GPS Schedule
11/9/2021 5:00:01 PM,38.5379994,-109.5105424,1342.31,1,14.0,2.2,5,GPS Schedule
11/9/2021 5:10:43 PM,38.5379811,-109.5102760,1328.81,43,17.5,1.8,5,GPS Schedule
11/9/2021 5:20:33 PM,38.5379108,-109.5105320,1353.05,33,19.5,1.2,7,GPS Schedule
11/9/2021 5:30:13 PM,38.5378893,-109.5105530,1356.05,13,18.5,1.2,7,GPS Schedule
11/9/2021 5:40:01 PM,38.5379044,-109.5104595,1352.33,1,18.0,1.8,5,GPS Schedule
11/9/2021 5:50:01 PM,38.5379180,-109.5103406,1348.84,1,18.0,1.8,5,GPS Schedule
11/9/2021 6:00:01 PM,38.5378777,-109.5105226,1341.61,1,18.0,1.6,5,GPS Schedule
11/9/2021 6:10:02 PM,38.5378703,-109.5105435,1345.85,2,18.0,1.6,5,GPS Schedule
11/9/2021 6:20:03 PM,38.5378777,-109.5105073,1346.43,3,18.0,1.4,5,GPS Schedule
11/9/2021 6:31:10 PM,38.5378638,-109.5105086,1337.12,70,19.0,2.2,4,GPS Schedule
11/9/2021 6:40:33 PM,38.5378864,-109.5105104,1350.04,33,18.5,1.8,5,GPS Schedule
11/9/2021 6:50:14 PM,38.5378868,-109.5104978,1338.73,14,18.5,1.8,5,GPS Schedule
11/9/2021 7:00:03 PM,38.5378740,-109.5105066,1350.15,3,18.5,2,6,GPS Schedule
