Product Type: Litetrack LR
Product ID: 80338
Firmware Version: V8.106.0

GMT Time,Latitude,Longitude,Altitude,Duration,Temperature,DOP,Satellites,Cause of Fix
11/9/2021 3:40:36 AM,38.5378697,-109.5105784,1353.96,33,22.5,1.4,7,GPS Schedule
11/9/2021 3:50:01 AM,38.5378985,-109.5105282,1353.16,1,20.0,1.6,6,GPS Schedule
11/9/2021 4:00:04 AM,38.5378717,-109.5105606,1352.08,4,17.5,1.4,7,GPS Schedule
11/9/2021 4:10:01 AM,38.5379211,-109.5102734,1274.57,1,16.0,3.6,5,GPS Schedule
11/9/2021 4:20:02 AM,38.5378923,-109.5105732,1365.25,2,15.0,1.4,7,GPS Schedule
11/9/2021 4:30:03 AM,38.5379489,-109.5106275,1349.34,3,14.0,1.4,7,GPS Schedule
11/9/2021 4:40:02 AM,38.5379339,-109.5105142,1353.04,2,13.0,1.4,7,GPS Schedule
11/9/2021 4:50:02 AM,38.5379261,-109.5105937,1354.13,2,12.0,1.4,7,GPS Schedule
11/9/2021 5:00:04 AM,38.5379337,-109.5105282,1356.28,4,11.5,1.4,7,GPS Schedule
11/9/2021 5:10:03 AM,38.5379162,-109.5104280,1325.01,3,11.0,1.6,6,GPS Schedule
11/9/2021 5:20:03 AM,38.5379735,-109.5106199,1353.93,3,10.5,1.4,7,GPS Schedule
11/9/2021 5:30:03 AM,38.5379657,-109.5105149,1351.81,3,10.5,1.6,6,GPS Schedule
11/9/2021 5:40:03 AM,38.5379471,-109.5106007,1357.62,3,10.5,1.6,6,GPS Schedule
11/9/2021 5:50:36 AM,38.5378846,-109.5105142,1348.67,36,11.0,1.2,8,GPS Schedule
11/9/2021 6:00:00 AM,38.5378915,-109.5105212,1350.92,1,10.5,2,5,GPS Schedule
11/9/2021 6:10:05 AM,38.5378702,-109.5105129,1355.49,5,10.5,1.2,7,GPS Schedule
11/9/2021 6:20:03 AM,38.5379051,-109.5105185,1368.29,3,10.0,1.4,5,GPS Schedule
11/9/2021 6:30:04 AM,38.5379335,-109.5104892,1372.36,4,9.5,1.4,6,GPS Schedule
11/9/2021 6:40:02 AM,38.5379337,-109.5105435,1351.46,2,9.0,1.6,5,GPS Schedule
11/9/2021 6:50:02 AM,38.5378507,-109.5104681,1318.09,2,8.5,2,4,GPS Schedule
11/9/2021 7:00:36 AM,38.5378931,-109.5105467,1350.70,36,8.0,1.2,6,GPS Schedule
11/9/2021 7:10:03 AM,38.5379581,-109.5105651,1354.48,3,7.0,1.2,6,GPS Schedule
11/9/2021 7:20:02 AM,38.5379549,-109.5105588,1348.51,2,7.0,1.4,6,GPS Schedule
11/9/2021 7:30:04 AM,38.5377514,-109.5103785,1303.05,4,6.5,2.4,5,GPS Schedule
11/9/2021 7:40:02 AM,38.5378208,-109.5104873,1309.42,2,6.0,2.4,5,GPS Schedule
11/9/2021 7:50:33 AM,38.5379192,-109.5105338,1364.72,34,6.5,2,6,GPS Schedule
11/9/2021 8:00:34 AM,38.5378529,-109.5105219,1343.46,34,6.0,1,7,GPS Schedule
11/9/2021 8:10:11 AM,38.5378917,-109.5105602,1334.84,11,5.0,1,6,GPS Schedule
11/9/2021 8:20:12 AM,38.5378887,-109.5104870,1338.47,12,5.0,1.2,6,GPS Schedule
11/9/2021 8:30:02 AM,38.5378824,-109.5105460,1353.80,2,4.5,1,7,GPS Schedule
11/9/2021 8:40:04 AM,38.5379590,-109.5105622,1328.67,4,4.5,1,7,GPS Schedule
11/9/2021 8:50:02 AM,38.5378866,-109.5104965,1346.79,2,4.0,1.2,6,GPS Schedule
11/9/2021 9:00:00 AM,38.5379430,-109.5105954,1324.49,1,4.0,1.2,5,GPS Schedule
11/9/2021 9:10:02 AM,38.5378918,-109.5105226,1342.86,2,4.0,1.2,6,GPS Schedule
11/9/2021 9:20:04 AM,38.5379026,-109.5105010,1342.96,4,4.0,1.8,5,GPS Schedule
11/9/2021 9:30:02 AM,38.5378693,-109.5105994,1358.83,2,4.0,2,5,GPS Schedule
11/9/2021 9:40:05 AM,38.5379381,-109.5105502,1376.53,5,4.0,1.8,6,GPS Schedule
