CollarSerialNumber,Year,Julianday,Hour,Minute,Activity,Temperature,Latitude,Longitude,HDOP,NumSats,FixTime,2D/3D,Date
040546,22,074,12,00,02,+23,+38.07066,-109.56574,01.0,07,038,3,2022-03-15
040546,22,074,13,00,00,+27,+38.07073,-109.56566,02.4,06,038,3,2022-03-15
040546,22,074,14,00,20,+25,+38.16104,-109.61940,01.6,05,038,3,2022-03-15
040546,22,074,15,00,24,+25,+38.07077,-109.56547,01.4,05,040,3,2022-03-15
040546,22,074,16,00,00,+29,+38.07064,-109.56562,01.5,06,038,3,2022-03-15
040546,22,074,17,00,00,+25,+38.07062,-109.56554,01.2,07,038,3,2022-03-15
040546,22,074,17,20,00,+25,+38.07072,-109.56562,00.9,08,038,3,2022-03-15
040546,22,074,17,30,00,+25,+38.07068,-109.56556,00.8,09,038,3,2022-03-15
040546,22,074,17,40,00,+25,+38.07068,-109.56566,01.0,08,038,3,2022-03-15
040546,22,074,17,50,00,+24,+38.07067,-109.56562,00.8,09,038,3,2022-03-15
040546,22,074,18,00,00,+24,+38.07066,-109.56562,01.0,08,038,3,2022-03-15
040546,22,074,18,10,00,+23,+38.07062,-109.56565,01.1,08,038,3,2022-03-15
040546,22,074,18,20,00,+22,+38.07067,-109.56558,01.1,08,038,3,2022-03-15
040546,22,074,18,30,00,+21,+38.07071,-109.56549,01.1,08,038,3,2022-03-15
040546,22,074,18,40,00,+20,+38.07062,-109.56558,01.1,08,038,3,2022-03-15
040546,22,074,18,50,00,+20,+38.07070,-109.56547,01.2,07,038,3,2022-03-15
040546,22,074,19,00,00,+19,+38.07061,-109.56549,01.2,07,038,3,2022-03-15
040546,22,074,19,10,00,+17,+38.07062,-109.56551,01.6,07,038,3,2022-03-15
040546,22,074,19,20,00,+17,+38.07070,-109.56560,01.2,07,038,3,2022-03-15
040546,22,074,19,30,00,+16,+38.07071,-109.56558,01.0,08,038,3,2022-03-15
040546,22,074,19,40,00,+15,+38.07069,-109.56562,01.0,08,038,3,2022-03-15
040546,22,074,19,50,00,+14,+38.07069,-109.56554,01.0,08,038,3,2022-03-15
040546,22,074,20,00,00,+13,+38.07065,-109.56558,00.7,11,038,3,2022-03-15
040546,22,074,20,10,00,+13,+38.07066,-109.56558,00.7,11,038,3,2022-03-15
040546,22,074,20,20,00,+12,+38.07067,-109.56558,00.8,10,038,3,2022-03-15
040546,22,074,20,30,00,+12,+38.07064,-109.56560,00.8,10,038,3,2022-03-15
040546,22,074,20,40,00,+10,+38.07067,-109.56562,00.8,09,038,3,2022-03-15
040546,22,074,20,50,00,+10,+38.07066,-109.56565,00.7,11,038,3,2022-03-15
040546,22,074,21,00,00,+10,+38.07067,-109.56560,00.7,11,038,3,2022-03-15
