CollarSerialNumber,Year,Julianday,Hour,Minute,Activity,Temperature,Latitude,Longitude,HDOP,NumSats,FixTime,2D/3D,Date
040096,22,074,11,01,00,+17,+38.07069,-109.56568,01.2,06,038,3,2022-03-15
040096,22,074,12,00,02,+34,+38.07083,-109.56565,01.5,07,040,3,2022-03-15
040096,22,074,13,00,00,+24,+38.07069,-109.56569,00.9,09,038,3,2022-03-15
040096,22,074,14,00,22,+26,+38.16109,-109.61945,00.9,08,038,3,2022-03-15
040096,22,074,15,00,24,+29,+38.07069,-109.56562,01.0,07,038,3,2022-03-15
040096,22,074,16,00,00,+34,+38.07068,-109.56566,01.1,07,038,3,2022-03-15
040096,22,074,17,00,00,+31,+38.07066,-109.56558,00.8,09,038,3,2022-03-15
040096,22,074,18,00,00,+28,+38.07066,-109.56566,01.4,07,038,3,2022-03-15
040096,22,074,19,00,00,+22,+38.07067,-109.56556,01.4,06,038,3,2022-03-15
040096,22,074,19,50,00,+18,+38.07067,-109.56562,01.1,08,038,3,2022-03-15
040096,22,074,20,00,00,+17,+38.07067,-109.56562,00.8,09,038,3,2022-03-15
040096,22,074,20,10,00,+17,+38.07069,-109.56560,00.7,11,038,3,2022-03-15
040096,22,074,20,20,00,+16,+38.07067,-109.56558,00.8,09,038,3,2022-03-15
040096,22,074,20,30,00,+15,+38.07063,-109.56558,00.8,09,038,3,2022-03-15
040096,22,074,20,40,00,+15,+38.07063,-109.56558,00.8,10,038,3,2022-03-15
040096,22,074,20,50,00,+15,+38.07065,-109.56558,00.7,11,038,3,2022-03-15
040096,22,074,21,00,00,+14,+38.07065,-109.56560,00.7,10,038,3,2022-03-15
040096,22,074,21,10,00,+13,+38.07066,-109.56560,00.8,09,038,3,2022-03-15
040096,22,074,21,20,00,+13,+38.07066,-109.56562,00.8,09,038,3,2022-03-15
040096,22,074,21,30,00,+13,+38.07065,-109.56560,01.0,08,038,3,2022-03-15
040096,22,074,21,40,00,+13,+38.07069,-109.56566,01.1,08,038,3,2022-03-15
040096,22,074,21,50,00,+12,+38.07070,-109.56560,01.0,09,038,3,2022-03-15
040096,22,074,22,00,00,+12,+38.07067,-109.56560,00.9,10,038,3,2022-03-15
040096,22,074,22,10,00,+12,+38.07066,-109.56560,01.0,09,038,3,2022-03-15
040096,22,074,22,20,00,+11,+38.07065,-109.56560,01.0,09,038,3,2022-03-15
040096,22,074,22,30,00,+11,+38.07057,-109.56555,00.9,10,038,3,2022-03-15
040096,22,074,22,40,00,+10,+38.07067,-109.56560,00.8,09,038,3,2022-03-15
040096,22,074,22,50,00,+10,+38.07065,-109.56562,00.8,09,038,3,2022-03-15
040096,22,074,23,00,00,+10,+38.07063,-109.56562,00.7,10,038,3,2022-03-15
040096,22,074,23,10,00,+10,+38.07066,-109.56562,00.8,09,038,3,2022-03-15
040096,22,074,23,20,00,+10,+38.07067,-109.56562,00.9,08,038,3,2022-03-15
040096,22,074,23,30,00,+10,+38.07065,-109.56564,00.9,08,038,3,2022-03-15
040096,22,074,23,40,00,+10,+38.07067,-109.56558,00.9,08,038,3,2022-03-15
040096,22,074,23,50,00,+10,+38.07067,-109.56562,00.8,09,038,3,2022-03-15
040096,22,075,00,00,00,+10,+38.07066,-109.56555,00.8,09,038,3,2022-03-16
040096,22,075,00,10,00,+10,+38.07067,-109.56560,00.8,09,038,3,2022-03-16
040096,22,075,00,20,00,+09,+38.07065,-109.56562,00.8,09,038,3,2022-03-16
040096,22,075,00,30,00,+09,+38.07063,-109.56560,00.8,09,038,3,2022-03-16
040096,22,075,00,40,00,+09,+38.07065,-109.56560,00.9,09,038,3,2022-03-16
040096,22,075,00,50,00,+09,+38.07065,-109.56562,00.9,09,038,3,2022-03-16
040096,22,075,01,00,00,+09,+38.07065,-109.56565,00.9,09,038,3,2022-03-16
040096,22,075,01,10,00,+09,+38.07066,-109.56566,00.9,09,038,3,2022-03-16
040096,22,075,01,20,00,+09,+38.07067,-109.56565,00.9,09,038,3,2022-03-16
040096,22,075,01,30,00,+09,+38.07065,-109.56564,00.8,10,038,3,2022-03-16
040096,22,075,01,40,00,+09,+38.07064,-109.56568,00.8,09,038,3,2022-03-16
040096,22,075,01,50,00,+09,+38.07064,-109.56566,00.9,09,038,3,2022-03-16
040096,22,075,02,00,00,+09,+38.07062,-109.56560,00.8,10,038,3,2022-03-16
040096,22,075,02,10,00,+09,+38.07063,-109.56562,00.9,09,038,3,2022-03-16
040096,22,075,02,20,00,+09,+38.07061,-109.56562,00.9,09,038,3,2022-03-16
040096,22,075,02,30,00,+09,+38.07061,-109.56562,00.9,09,038,3,2022-03-16
040096,22,075,02,40,00,+09,+38.07061,-109.56566,01.1,08,038,3,2022-03-16
040096,22,075,02,50,00,+09,+38.07062,-109.56566,01.4,07,038,3,2022-03-16
040096,22,075,03,00,00,+09,+38.07063,-109.56566,01.5,07,038,3,2022-03-16
040096,22,075,03,10,00,+09,+38.07064,-109.56566,01.4,07,038,3,2022-03-16
040096,22,075,03,20,00,+09,+38.07063,-109.56565,01.3,07,038,3,2022-03-16
040096,22,075,03,30,00,+09,+38.07064,-109.56564,01.4,07,038,3,2022-03-16
040096,22,075,03,40,00,+09,+38.07067,-109.56568,01.3,07,038,3,2022-03-16
040096,22,075,03,50,00,+09,+38.07064,-109.56562,01.2,07,038,3,2022-03-16
040096,22,075,04,00,00,+09,+38.07064,-109.56562,01.0,08,038,3,2022-03-16
040096,22,075,04,10,00,+09,+38.07066,-109.56562,00.8,10,038,3,2022-03-16
040096,22,075,04,20,00,+09,+38.07069,-109.56565,00.8,09,038,3,2022-03-16
040096,22,075,04,30,00,+09,+38.07069,-109.56565,00.9,09,038,3,2022-03-16
040096,22,075,04,40,00,+09,+38.07069,-109.56562,00.9,09,038,3,2022-03-16
040096,22,075,04,50,00,+09,+38.07066,-109.56565,00.9,09,038,3,2022-03-16
040096,22,075,05,00,00,+09,+38.07069,-109.56562,01.0,08,038,3,2022-03-16
040096,22,075,05,10,00,+09,+38.07069,-109.56562,01.0,08,038,3,2022-03-16
040096,22,075,05,20,00,+09,+38.07070,-109.56562,00.9,08,038,3,2022-03-16
040096,22,075,05,30,00,+09,+38.07067,-109.56565,00.9,08,038,3,2022-03-16
040096,22,075,05,40,00,+09,+38.07065,-109.56560,00.7,10,038,3,2022-03-16
040096,22,075,05,50,00,+09,+38.07064,-109.56566,00.9,08,038,3,2022-03-16
040096,22,075,06,00,00,+09,+38.07064,-109.56565,01.1,06,043,3,2022-03-16
040096,22,075,06,10,00,+09,+38.07064,-109.56562,00.9,08,038,3,2022-03-16
040096,22,075,06,20,00,+09,+38.07064,-109.56565,01.0,07,038,3,2022-03-16
040096,22,075,06,30,00,+09,+38.07066,-109.56558,01.5,06,038,3,2022-03-16
040096,22,075,06,40,00,+08,+38.07066,-109.56562,01.1,07,038,3,2022-03-16
040096,22,075,06,50,00,+08,+38.07070,-109.56568,01.2,07,038,3,2022-03-16
040096,22,075,07,00,00,+08,+38.07067,-109.56562,00.9,08,038,3,2022-03-16
040096,22,075,07,10,00,+09,+38.07071,-109.56566,01.1,07,038,3,2022-03-16
040096,22,075,07,20,00,+08,+38.07071,-109.56569,01.0,07,038,3,2022-03-16
040096,22,075,07,30,00,+08,+38.07066,-109.56558,01.1,07,038,3,2022-03-16
040096,22,075,07,40,00,+08,+38.07066,-109.56565,01.1,07,038,3,2022-03-16
040096,22,075,07,50,00,+09,+38.07065,-109.56565,00.9,08,038,3,2022-03-16
040096,22,075,08,00,00,+09,+38.07065,-109.56562,00.9,08,038,3,2022-03-16
040096,22,075,08,10,58,+08,+38.10895,-109.59880,01.1,07,038,3,2022-03-16
040096,22,075,08,20,76,+10,+38.15950,-109.61988,00.8,09,038,3,2022-03-16
040096,22,075,08,30,24,+10,+38.15970,-109.62059,00.9,09,038,3,2022-03-16
040096,22,075,08,40,08,+11,+38.15963,-109.62059,00.9,09,038,3,2022-03-16
040096,22,075,08,50,00,+13,+38.15961,-109.62055,00.9,08,038,3,2022-03-16
040096,22,075,09,00,00,+16,+38.15963,-109.62055,00.9,09,038,3,2022-03-16
040096,22,075,09,10,00,+16,+38.15960,-109.62059,00.9,09,038,3,2022-03-16
040096,22,075,09,20,00,+18,+38.15961,-109.62059,00.8,09,038,3,2022-03-16
040096,22,075,09,30,00,+20,+38.15959,-109.62059,00.8,10,038,3,2022-03-16
040096,22,075,09,40,00,+23,+38.15958,-109.62059,00.8,10,038,3,2022-03-16
040096,22,075,09,50,00,+26,+38.15959,-109.62059,00.9,09,038,3,2022-03-16
040096,22,075,10,00,00,+30,+38.15959,-109.62055,00.9,09,038,3,2022-03-16
040096,22,075,10,10,00,+32,+38.15959,-109.62059,00.8,09,038,3,2022-03-16
040096,22,075,10,20,00,+32,+38.15959,-109.62059,00.8,09,038,3,2022-03-16
040096,22,075,10,30,00,+32,+38.15959,-109.62055,00.7,11,038,3,2022-03-16
040096,22,075,10,40,00,+31,+38.15959,-109.62059,00.7,11,038,3,2022-03-16
040096,22,075,10,50,00,+30,+38.15959,-109.62059,00.7,10,038,3,2022-03-16
040096,22,075,11,00,00,+29,+38.15961,-109.62059,00.8,10,038,3,2022-03-16
040096,22,075,11,10,00,+28,+38.15960,-109.62057,00.8,09,038,3,2022-03-16
040096,22,075,11,20,00,+27,+38.15960,-109.62059,00.8,10,038,3,2022-03-16
040096,22,075,11,30,00,+27,+38.15961,-109.62059,00.8,10,038,3,2022-03-16
040096,22,075,11,40,00,+28,+38.15961,-109.62059,00.8,10,038,3,2022-03-16
040096,22,075,11,50,00,+28,+38.15961,-109.62059,00.9,09,038,3,2022-03-16
040096,22,075,12,00,00,+27,+38.15961,-109.62059,00.8,10,038,3,2022-03-16
040096,22,075,12,10,00,+25,+38.15959,-109.62059,00.8,10,038,3,2022-03-16
040096,22,075,12,20,00,+24,+38.15959,-109.62061,00.9,09,038,3,2022-03-16
040096,22,075,12,30,00,+23,+38.15959,-109.62059,00.9,09,038,3,2022-03-16
040096,22,075,12,40,00,+23,+38.15959,-109.62059,00.9,09,038,3,2022-03-16
040096,22,075,12,50,00,+23,+38.15958,-109.62059,00.9,09,038,3,2022-03-16
040096,22,075,13,00,00,+23,+38.15960,-109.62059,00.9,09,038,3,2022-03-16
040096,22,075,13,10,00,+22,+38.15962,-109.62059,00.8,10,038,3,2022-03-16
040096,22,075,13,20,00,+21,+38.15963,-109.62059,00.7,11,038,3,2022-03-16
040096,22,075,13,30,00,+20,+38.15963,-109.62059,00.8,10,038,3,2022-03-16
040096,22,075,13,40,00,+19,+38.15963,-109.62059,00.8,10,038,3,2022-03-16
040096,22,075,13,50,00,+17,+38.15963,-109.62059,00.9,08,038,3,2022-03-16
040096,22,075,14,00,54,+17,+38.16064,-109.61929,00.8,09,039,3,2022-03-16
040096,22,075,14,10,60,+15,+38.15983,-109.62000,00.8,09,038,3,2022-03-16
040096,22,075,14,20,96,+15,+38.16304,-109.61876,00.8,10,038,3,2022-03-16
040096,22,075,14,30,92,+16,+38.16745,-109.61773,00.7,11,038,3,2022-03-16
040096,22,075,14,40,82,+16,+38.17081,-109.61753,00.9,10,038,3,2022-03-16
040096,22,075,14,50,96,+16,+38.17320,-109.61547,01.1,08,038,3,2022-03-16
040096,22,075,15,00,98,+17,+38.17407,-109.61437,01.0,07,038,3,2022-03-16
040096,22,075,15,10,94,+18,+38.17453,-109.61448,01.0,07,038,3,2022-03-16
040096,22,075,15,20,98,+17,+38.17472,-109.61502,00.9,08,038,3,2022-03-16
040096,22,075,15,30,98,+17,+38.17446,-109.61529,00.9,08,038,3,2022-03-16
040096,22,075,15,40,98,+17,+38.17487,-109.61518,01.1,07,038,3,2022-03-16
040096,22,075,15,50,96,+16,+38.17475,-109.61595,01.0,08,038,3,2022-03-16
040096,22,075,16,00,98,+16,+38.17506,-109.61676,00.9,08,038,3,2022-03-16
040096,22,075,16,10,98,+16,+38.17544,-109.61738,00.9,08,038,3,2022-03-16
040096,22,075,16,20,98,+15,+38.17554,-109.61790,00.9,08,038,3,2022-03-16
040096,22,075,16,30,98,+15,+38.17580,-109.61824,00.9,08,038,3,2022-03-16
040096,22,075,16,40,98,+15,+38.17634,-109.61791,00.9,08,038,3,2022-03-16
040096,22,075,16,50,98,+15,+38.17645,-109.61715,00.8,09,038,3,2022-03-16
040096,22,075,17,00,98,+14,+38.17649,-109.61660,00.8,10,038,3,2022-03-16
040096,22,075,17,10,98,+15,+38.17687,-109.61647,00.8,09,039,3,2022-03-16
040096,22,075,17,20,98,+15,+38.17707,-109.61637,00.8,09,038,3,2022-03-16
040096,22,075,17,30,14,+16,+38.17709,-109.61639,00.8,09,038,3,2022-03-16
040096,22,075,17,40,96,+16,+38.17704,-109.61567,00.8,08,038,3,2022-03-16
040096,22,075,17,50,98,+15,+38.17682,-109.61567,00.9,08,038,3,2022-03-16
040096,22,075,18,00,98,+15,+38.17674,-109.61529,00.9,09,038,3,2022-03-16
040096,22,075,18,10,98,+14,+38.17767,-109.61412,01.1,08,038,3,2022-03-16
040096,22,075,18,20,98,+14,+38.17820,-109.61328,01.1,08,038,3,2022-03-16
040096,22,075,18,30,98,+14,+38.17890,-109.61258,01.1,08,038,3,2022-03-16
040096,22,075,18,40,98,+15,+38.17948,-109.61210,01.1,08,038,3,2022-03-16
040096,22,075,18,50,98,+14,+38.17964,-109.61286,01.1,08,038,3,2022-03-16
040096,22,075,19,00,98,+14,+38.17967,-109.61317,01.1,08,038,3,2022-03-16
040096,22,075,19,10,96,+14,+38.17909,-109.61372,01.1,07,038,3,2022-03-16
040096,22,075,19,20,98,+14,+38.17869,-109.61410,00.9,09,038,3,2022-03-16
040096,22,075,19,30,92,+13,+38.17852,-109.61357,00.8,10,038,3,2022-03-16
040096,22,075,19,40,46,+13,+38.17848,-109.61354,00.8,10,038,3,2022-03-16
040096,22,075,19,50,46,+13,+38.17850,-109.61354,00.7,11,039,3,2022-03-16
040096,22,075,20,00,44,+13,+38.17849,-109.61355,00.7,11,038,3,2022-03-16
040096,22,075,20,10,38,+14,+38.17851,-109.61359,00.7,11,038,3,2022-03-16
040096,22,075,20,20,40,+14,+38.17847,-109.61357,00.7,11,038,3,2022-03-16
040096,22,075,20,30,38,+14,+38.17849,-109.61355,00.7,10,038,3,2022-03-16
040096,22,075,20,40,16,+14,+38.17848,-109.61359,00.7,10,038,3,2022-03-16
040096,22,075,20,50,02,+14,+38.17852,-109.61355,00.7,10,038,3,2022-03-16
040096,22,075,21,00,28,+14,+38.17852,-109.61357,00.7,11,039,3,2022-03-16
040096,22,075,21,10,54,+15,+38.17850,-109.61357,00.8,10,038,3,2022-03-16
040096,22,075,21,20,52,+15,+38.17850,-109.61357,00.8,10,038,3,2022-03-16
040096,22,075,21,30,48,+15,+38.17852,-109.61357,00.8,10,038,3,2022-03-16
040096,22,075,21,40,42,+15,+38.17853,-109.61357,01.0,08,038,3,2022-03-16
040096,22,075,21,50,02,+15,+38.17851,-109.61357,01.0,09,038,3,2022-03-16
040096,22,075,22,00,02,+15,+38.17850,-109.61357,00.9,10,038,3,2022-03-16
040096,22,075,22,10,24,+15,+38.17850,-109.61357,00.9,10,038,3,2022-03-16
040096,22,075,22,20,38,+15,+38.17850,-109.61357,01.0,07,038,3,2022-03-16
040096,22,075,22,30,40,+14,+38.17850,-109.61357,00.9,09,038,3,2022-03-16
040096,22,075,22,40,62,+13,+38.17853,-109.61351,00.9,09,038,3,2022-03-16
040096,22,075,22,50,62,+13,+38.17850,-109.61351,00.7,11,038,3,2022-03-16
040096,22,075,23,00,62,+13,+38.17849,-109.61354,01.0,09,038,3,2022-03-16
040096,22,075,23,10,56,+13,+38.17853,-109.61353,01.0,09,038,3,2022-03-16
040096,22,075,23,20,02,+15,+38.17851,-109.61354,00.8,10,038,3,2022-03-16
040096,22,075,23,30,02,+15,+38.17851,-109.61357,00.7,09,039,3,2022-03-16
040096,22,075,23,40,42,+14,+38.17849,-109.61354,00.8,09,038,3,2022-03-16
040096,22,075,23,50,52,+13,+38.17846,-109.61357,00.8,09,038,3,2022-03-16
040096,22,076,00,00,96,+13,+38.17781,-109.61407,00.8,09,038,3,2022-03-17
040096,22,076,00,10,98,+13,+38.17760,-109.61386,00.8,09,038,3,2022-03-17
040096,22,076,00,20,98,+12,+38.17777,-109.61448,00.8,09,038,3,2022-03-17
040096,22,076,00,30,98,+12,+38.17773,-109.61517,00.9,09,038,3,2022-03-17
040096,22,076,00,40,98,+12,+38.17730,-109.61546,00.9,09,038,3,2022-03-17
040096,22,076,00,50,58,+12,+38.17639,-109.61614,00.9,09,038,3,2022-03-17
040096,22,076,01,00,22,+13,+38.17641,-109.61611,00.9,09,038,3,2022-03-17
040096,22,076,01,10,60,+13,+38.17646,-109.61551,00.8,10,038,3,2022-03-17
040096,22,076,01,20,94,+12,+38.17674,-109.61536,00.8,10,038,3,2022-03-17
040096,22,076,01,30,72,+12,+38.17680,-109.61519,00.9,08,038,3,2022-03-17
040096,22,076,01,40,58,+11,+38.17679,-109.61521,00.7,11,038,3,2022-03-17
040096,22,076,01,50,62,+12,+38.17683,-109.61532,00.8,10,038,3,2022-03-17
040096,22,076,02,00,60,+12,+38.17680,-109.61519,00.9,09,038,3,2022-03-17
040096,22,076,02,10,54,+12,+38.17684,-109.61524,00.9,09,038,3,2022-03-17
040096,22,076,02,20,50,+11,+38.17680,-109.61521,01.1,07,038,3,2022-03-17
040096,22,076,02,30,00,+12,+38.17681,-109.61519,00.9,08,038,3,2022-03-17
040096,22,076,02,40,28,+13,+38.17684,-109.61518,01.1,08,038,3,2022-03-17
