CollarSerialNumber,Year,Julianday,Hour,Minute,Activity,Temperature,Latitude,Longitude,HDOP,NumSats,FixTime,2D/3D,Date
042119,22,074,11,01,00,+13,+38.07067,-109.56568,01.0,08,056,3,2022-03-15
042119,22,074,12,00,04,+31,+38.07064,-109.56566,01.0,08,038,3,2022-03-15
042119,22,074,13,00,00,+35,+38.07062,-109.56568,01.0,08,038,3,2022-03-15
042119,22,074,14,00,20,+27,+38.16107,-109.61944,01.2,07,038,3,2022-03-15
042119,22,074,15,00,24,+26,+38.07073,-109.56570,01.5,06,038,3,2022-03-15
042119,22,074,16,00,00,+26,+38.07069,-109.56568,01.2,06,038,3,2022-03-15
042119,22,074,17,00,00,+26,+38.07065,-109.56577,01.4,06,038,3,2022-03-15
042119,22,074,17,50,00,+25,+38.07065,-109.56560,01.2,07,038,3,2022-03-15
042119,22,074,18,00,00,+25,+38.07066,-109.56562,01.3,06,038,3,2022-03-15
042119,22,074,18,10,00,+25,+38.07067,-109.56565,01.2,07,038,3,2022-03-15
042119,22,074,18,20,00,+24,+38.07067,-109.56560,01.2,07,038,3,2022-03-15
042119,22,074,18,30,00,+23,+38.07068,-109.56556,01.2,07,038,3,2022-03-15
042119,22,074,18,40,00,+23,+38.07070,-109.56549,01.2,07,038,3,2022-03-15
042119,22,074,18,50,00,+22,+38.07069,-109.56554,01.2,07,038,3,2022-03-15
042119,22,074,19,00,00,+20,+38.07064,-109.56562,01.1,08,038,3,2022-03-15
042119,22,074,19,10,00,+20,+38.07066,-109.56566,01.4,07,038,3,2022-03-15
042119,22,074,19,20,00,+19,+38.07066,-109.56564,01.2,07,038,3,2022-03-15
042119,22,074,19,30,00,+17,+38.07071,-109.56568,00.8,09,038,3,2022-03-15
042119,22,074,19,40,00,+17,+38.07073,-109.56565,00.8,09,038,3,2022-03-15
042119,22,074,19,50,00,+16,+38.07065,-109.56562,00.8,09,038,3,2022-03-15
042119,22,074,20,00,00,+15,+38.07066,-109.56562,01.0,08,038,3,2022-03-15
042119,22,074,20,10,00,+15,+38.07066,-109.56564,00.8,10,038,3,2022-03-15
042119,22,074,20,20,00,+14,+38.07066,-109.56558,00.8,10,038,3,2022-03-15
042119,22,074,20,30,00,+14,+38.07066,-109.56562,00.8,10,038,3,2022-03-15
042119,22,074,20,40,00,+13,+38.07067,-109.56564,00.8,10,038,3,2022-03-15
042119,22,074,20,50,00,+13,+38.07065,-109.56562,00.9,09,038,3,2022-03-15
042119,22,074,21,00,00,+12,+38.07065,-109.56564,00.7,11,038,3,2022-03-15
042119,22,074,21,10,00,+12,+38.07065,-109.56562,01.0,08,038,3,2022-03-15
042119,22,074,21,20,00,+11,+38.07062,-109.56562,00.7,11,038,3,2022-03-15
042119,22,074,21,30,00,+10,+38.07066,-109.56564,00.8,10,038,3,2022-03-15
042119,22,074,21,40,00,+10,+38.07067,-109.56560,01.0,09,038,3,2022-03-15
042119,22,074,21,50,00,+10,+38.07064,-109.56560,01.0,09,038,3,2022-03-15
042119,22,074,22,00,00,+10,+38.07069,-109.56565,00.9,10,038,3,2022-03-15
042119,22,074,22,10,00,+10,+38.07069,-109.56562,01.0,10,038,3,2022-03-15
042119,22,074,22,20,00,+09,+38.07067,-109.56560,00.9,10,038,3,2022-03-15
042119,22,074,22,30,00,+09,+38.07067,-109.56562,00.9,10,037,3,2022-03-15
042119,22,074,22,40,00,+08,+38.07065,-109.56562,00.9,09,038,3,2022-03-15
042119,22,074,22,50,00,+08,+38.07064,-109.56565,00.8,09,038,3,2022-03-15
042119,22,074,23,00,00,+08,+38.07072,-109.56562,00.7,10,038,3,2022-03-15
042119,22,074,23,10,00,+08,+38.07067,-109.56562,00.9,08,038,3,2022-03-15
042119,22,074,23,20,00,+08,+38.07069,-109.56562,00.9,08,038,3,2022-03-15
042119,22,074,23,30,00,+08,+38.07069,-109.56560,00.9,08,038,3,2022-03-15
042119,22,074,23,40,00,+07,+38.07065,-109.56562,00.9,08,039,3,2022-03-15
042119,22,074,23,50,00,+07,+38.07070,-109.56558,00.9,08,038,3,2022-03-15
042119,22,075,00,00,00,+07,+38.07071,-109.56566,01.1,07,038,3,2022-03-16
042119,22,075,00,10,00,+07,+38.07069,-109.56566,00.8,09,038,3,2022-03-16
042119,22,075,00,20,00,+07,+38.07066,-109.56562,00.8,09,038,3,2022-03-16
042119,22,075,00,30,00,+07,+38.07067,-109.56560,00.8,09,038,3,2022-03-16
042119,22,075,00,40,00,+07,+38.07069,-109.56562,00.9,09,038,3,2022-03-16
042119,22,075,00,50,00,+07,+38.07066,-109.56564,00.9,09,038,3,2022-03-16
042119,22,075,01,00,00,+06,+38.07067,-109.56565,00.9,09,038,3,2022-03-16
042119,22,075,01,10,00,+06,+38.07065,-109.56562,00.9,09,038,3,2022-03-16
042119,22,075,01,20,00,+07,+38.07065,-109.56562,00.9,09,038,3,2022-03-16
042119,22,075,01,30,00,+06,+38.07062,-109.56566,00.8,10,038,3,2022-03-16
042119,22,075,01,40,00,+06,+38.07074,-109.56571,00.8,10,038,3,2022-03-16
042119,22,075,01,50,00,+06,+38.07070,-109.56566,00.8,10,038,3,2022-03-16
042119,22,075,02,00,00,+06,+38.07064,-109.56566,00.8,10,038,3,2022-03-16
042119,22,075,02,10,00,+06,+38.07066,-109.56562,00.9,09,038,3,2022-03-16
042119,22,075,02,20,00,+06,+38.07066,-109.56562,00.9,09,038,3,2022-03-16
042119,22,075,02,30,00,+06,+38.07069,-109.56565,00.9,09,038,3,2022-03-16
042119,22,075,02,40,00,+06,+38.07065,-109.56564,01.1,08,038,3,2022-03-16
042119,22,075,02,50,00,+06,+38.07065,-109.56566,01.4,07,037,3,2022-03-16
042119,22,075,03,00,00,+06,+38.07062,-109.56568,01.5,07,038,3,2022-03-16
042119,22,075,03,10,00,+06,+38.07065,-109.56565,01.4,07,038,3,2022-03-16
042119,22,075,03,20,00,+06,+38.07066,-109.56565,01.3,07,038,3,2022-03-16
042119,22,075,03,30,00,+06,+38.07067,-109.56565,01.3,07,038,3,2022-03-16
042119,22,075,03,40,00,+07,+38.07062,-109.56565,01.3,07,038,3,2022-03-16
042119,22,075,03,50,00,+07,+38.07066,-109.56566,01.1,08,038,3,2022-03-16
042119,22,075,04,00,00,+07,+38.07064,-109.56562,00.9,09,038,3,2022-03-16
042119,22,075,04,10,00,+07,+38.07067,-109.56562,00.9,09,038,3,2022-03-16
042119,22,075,04,20,00,+06,+38.07066,-109.56566,00.8,09,038,3,2022-03-16
042119,22,075,04,30,00,+07,+38.07067,-109.56562,01.0,08,038,3,2022-03-16
042119,22,075,04,40,00,+07,+38.07067,-109.56566,01.0,08,038,3,2022-03-16
042119,22,075,04,50,00,+06,+38.07069,-109.56560,01.0,08,038,3,2022-03-16
042119,22,075,05,00,00,+06,+38.07073,-109.56564,01.1,07,038,3,2022-03-16
042119,22,075,05,10,00,+06,+38.07077,-109.56566,01.2,07,038,3,2022-03-16
042119,22,075,05,20,00,+07,+38.07077,-109.56574,01.0,08,038,3,2022-03-16
042119,22,075,05,30,00,+06,+38.07069,-109.56569,01.1,08,038,3,2022-03-16
042119,22,075,05,40,00,+06,+38.07067,-109.56562,00.7,10,038,3,2022-03-16
042119,22,075,05,50,00,+06,+38.07064,-109.56568,00.9,07,038,3,2022-03-16
042119,22,075,06,00,00,+06,+38.07063,-109.56566,00.9,08,038,3,2022-03-16
042119,22,075,06,10,00,+06,+38.07062,-109.56562,00.9,08,038,3,2022-03-16
042119,22,075,06,20,00,+06,+38.07060,-109.56565,00.9,08,038,3,2022-03-16
042119,22,075,06,30,00,+06,+38.07056,-109.56564,01.2,07,038,3,2022-03-16
042119,22,075,06,40,00,+06,+38.07064,-109.56565,01.0,08,038,3,2022-03-16
042119,22,075,06,50,00,+06,+38.07063,-109.56565,01.1,07,038,3,2022-03-16
042119,22,075,07,00,00,+05,+38.07065,-109.56568,00.9,08,038,3,2022-03-16
042119,22,075,07,10,00,+05,+38.07062,-109.56568,01.0,07,038,3,2022-03-16
042119,22,075,07,20,00,+06,+38.07066,-109.56566,01.1,07,038,3,2022-03-16
042119,22,075,07,30,00,+06,+38.07065,-109.56566,01.0,07,038,3,2022-03-16
042119,22,075,07,40,00,+06,+38.07067,-109.56568,01.1,07,038,3,2022-03-16
042119,22,075,07,50,02,+06,+38.07065,-109.56568,00.9,08,038,3,2022-03-16
042119,22,075,08,00,00,+06,+38.07069,-109.56564,00.9,08,038,3,2022-03-16
042119,22,075,08,10,58,+06,+38.10893,-109.59877,01.1,07,038,3,2022-03-16
042119,22,075,08,20,74,+06,+38.15946,-109.61991,00.9,08,038,3,2022-03-16
042119,22,075,08,30,18,+07,+38.15969,-109.62062,00.9,08,038,3,2022-03-16
042119,22,075,08,40,08,+08,+38.15959,-109.62059,00.9,09,038,3,2022-03-16
042119,22,075,08,50,00,+10,+38.15962,-109.62057,00.9,09,038,3,2022-03-16
042119,22,075,09,00,00,+12,+38.15959,-109.62057,00.9,09,038,3,2022-03-16
042119,22,075,09,10,00,+12,+38.15961,-109.62059,00.9,09,038,3,2022-03-16
042119,22,075,09,20,00,+13,+38.15959,-109.62059,00.9,09,038,3,2022-03-16
042119,22,075,09,30,00,+13,+38.15960,-109.62059,00.8,10,038,3,2022-03-16
